id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000204287.12	16704.93919	1.784098743	0.191068344	9.337489973	9.86E-21	1.68E-18
ENSG00000267390.1	5.442480651	1.784352276	0.843545651	2.11530019	0.03440437	0.117120104
ENSG00000279225.1	6.978516092	1.785158002	0.899186645	1.985303065	0.047110763	0.146185192
ENSG00000185156.5	17.67250982	1.786330101	0.470720488	3.794884961	0.000147712	0.001728434
ENSG00000221955.9	5.046870702	1.787709007	1.178627385	1.516771993	0.129324261	0.294372563
ENSG00000223345.3	7.335644893	1.787938103	0.817975151	2.185809801	0.028829523	0.103586164
ENSG00000152078.8	98.39230737	1.788681684	0.360120286	4.966900655	6.80E-07	1.78E-05
ENSG00000264419.1	4.406506246	1.788915047	0.890103355	2.009783512	0.044454107	0.140288853
ENSG00000140379.7	249.3507694	1.79161515	0.382232601	4.687237941	2.77E-06	5.94E-05
ENSG00000179630.9	61.52547631	1.79815274	0.368269906	4.882703446	1.05E-06	2.57E-05
ENSG00000169019.10	93.46552626	1.799961166	0.57791117	3.114598334	0.001841955	0.013080703
ENSG00000261663.1	5.635082585	1.800312566	0.734756016	2.450218203	0.014276967	0.062126294
ENSG00000238025.1	134.9752573	1.800419497	0.398113063	4.52238237	6.11E-06	0.000116811
ENSG00000004478.7	1374.911327	1.80373364	0.662124765	2.724159759	0.006446531	0.034235026
ENSG00000162616.8	170.7472252	1.805367549	0.403301219	4.476474318	7.59E-06	0.000140769
ENSG00000204397.6	731.2220096	1.8062092	0.246904638	7.315412196	2.57E-13	2.10E-11
ENSG00000111224.12	730.6905367	1.80661786	0.139896904	12.91392314	3.76E-38	2.12E-35
ENSG00000102796.9	610.8533167	1.806902199	0.351149971	5.145670932	2.67E-07	7.90E-06
ENSG00000197632.7	162.7571638	1.808714897	0.497817399	3.633289834	0.00027983	0.002904527
ENSG00000090339.7	599.913757	1.808997975	0.22127812	8.175223011	2.95E-16	3.29E-14
ENSG00000121236.18	49.20780382	1.810239603	0.44510038	4.067036748	4.76E-05	0.000677553
ENSG00000165092.11	1416.5619	1.811897659	0.207619497	8.72701113	2.61E-18	3.50E-16
ENSG00000257052.1	10.03972297	1.813540122	0.86736877	2.090852455	0.036541292	0.122339276
ENSG00000137767.12	1110.863078	1.817858445	0.242674638	7.490928831	6.84E-14	6.03E-12
ENSG00000169224.11	99.40093426	1.81789322	0.405623259	4.481728258	7.40E-06	0.000138212
ENSG00000259865.1	354.1683709	1.818473528	0.314883847	5.775061321	7.69E-09	3.22E-07
ENSG00000180817.10	539.7460175	1.818581015	0.278894079	6.520687065	7.00E-11	4.15E-09
ENSG00000279346.1	881.0536613	1.818986921	0.950574982	1.913564901	0.055675773	0.164481341
ENSG00000156970.11	34.0512166	1.819010355	0.531071447	3.425170689	0.000614413	0.005424574
ENSG00000179021.8	784.0984326	1.819980938	0.216052546	8.423788452	3.65E-17	4.48E-15
ENSG00000181381.12	9217.131629	1.821082677	0.252154115	7.222101759	5.12E-13	3.99E-11
ENSG00000180628.13	8249.088719	1.821451501	0.219353067	8.303743024	1.01E-16	1.18E-14
ENSG00000028116.15	665.2665316	1.822396573	0.199663961	9.127318531	7.02E-20	1.09E-17
ENSG00000130783.12	13.84764446	1.82387225	0.607183653	3.003823046	0.002666103	0.017464856
ENSG00000274902.1	8.118155202	1.831831967	1.111549292	1.64799886	0.099352905	0.245964841
ENSG00000228097.1	191.0617749	1.834186196	0.23019486	7.967971986	1.61E-15	1.69E-13
ENSG00000213260.3	3.784467914	1.838005973	0.865126265	2.124552274	0.03362399	0.115124773
ENSG00000145824.11	3.968606297	1.840146234	0.99728703	1.845152077	0.06501542	0.183119942
ENSG00000232142.1	5.493549719	1.84053474	0.770993243	2.387225514	0.016976074	0.070444914
ENSG00000125657.4	4.769970785	1.841514486	1.319054315	1.396086928	0.16268832	0.341133203
ENSG00000240877.3	5.290942518	1.842336408	0.799950828	2.303062068	0.021275351	0.083436683
ENSG00000112096.15	18382.65517	1.843353968	0.26524205	6.949704861	3.66E-12	2.56E-10
ENSG00000112077.14	15.8044826	1.843785604	0.881496829	2.091653134	0.036469556	0.122185381
ENSG00000187231.12	2064.012457	1.84459524	0.227497821	8.108188594	5.14E-16	5.67E-14
ENSG00000101911.11	264.6908065	1.845310055	0.286059598	6.450788818	1.11E-10	6.42E-09
ENSG00000178809.10	4.679773613	1.845699646	1.449401871	1.273421598	0.202868477	0.393214209
ENSG00000068366.18	3688.798891	1.847742767	0.250207064	7.384854514	1.53E-13	1.27E-11
ENSG00000255882.1	272.9839304	1.849498049	0.245499075	7.533625317	4.94E-14	4.37E-12
ENSG00000279504.1	4.783649939	1.852382942	0.826239956	2.241943067	0.024965052	0.093513429
ENSG00000230615.5	26.83670565	1.852674526	0.71871791	2.577749213	0.009944614	0.047531647
ENSG00000163958.12	9.150928502	1.853273146	0.886243276	2.091156228	0.036514062	0.122282647
ENSG00000185947.13	2823.417722	1.854196203	0.275410081	6.732492142	1.67E-11	1.09E-09
ENSG00000236254.1	187.8669734	1.854257652	0.246084782	7.535035837	4.88E-14	4.33E-12
ENSG00000169684.12	18.93984075	1.855921669	0.606273496	3.06119545	0.002204551	0.015074502
ENSG00000135476.10	12.29554557	1.85626647	0.523627697	3.545012005	0.000392595	0.003797329
ENSG00000101773.15	276.8007519	1.85721901	0.278128498	6.677557392	2.43E-11	1.55E-09
ENSG00000154642.9	1871.354046	1.85877156	0.273151417	6.804912742	1.01E-11	6.75E-10
ENSG00000241886.1	113.4137753	1.859435987	0.337879577	5.503250605	3.73E-08	1.33E-06
ENSG00000229023.1	61.478194	1.859873771	0.405577716	4.585739546	4.52E-06	9.00E-05
ENSG00000148175.11	1918.571747	1.862141631	0.218410882	8.525864711	1.52E-17	1.94E-15
ENSG00000116711.9	292.4139525	1.863247351	0.249370544	7.471802096	7.91E-14	6.82E-12
ENSG00000272130.1	3.855579467	1.864643341	0.985876097	1.891356679	0.058576747	0.170348252
ENSG00000240854.1	6.260405682	1.865050157	0.79495882	2.346096565	0.018971192	0.076579067
ENSG00000155629.13	4730.131608	1.867368366	0.232170123	8.043103652	8.76E-16	9.35E-14
ENSG00000196116.7	1232.843349	1.867978334	0.238089071	7.845712212	4.31E-15	4.23E-13
ENSG00000229534.1	4.691198371	1.869202276	1.288815241	1.450326017	0.146967627	0.319941372
ENSG00000158869.9	8158.98938	1.870390466	0.274658445	6.809877879	9.77E-12	6.56E-10
ENSG00000231699.1	3.690565851	1.871988952	1.802253319	1.03869358	0.298947268	0.502829266
ENSG00000132963.7	813.9866873	1.87280666	0.174176871	10.75232691	5.78E-27	1.51E-24
ENSG00000099985.3	29.36375761	1.874667105	0.470353276	3.985657596	6.73E-05	0.000901315
ENSG00000256372.1	2.917941988	1.875606561	1.130418119	1.659214878	0.097072501	0.241775038
ENSG00000218350.1	7.616377559	1.875755976	0.645735282	2.904837366	0.00367444	0.022335645
ENSG00000175820.3	4.55725934	1.876021	0.87635966	2.140697576	0.032298434	0.111944295
ENSG00000279349.1	66.41250032	1.877762995	0.319278668	5.881266697	4.07E-09	1.81E-07
ENSG00000139832.4	132.8977906	1.87855683	0.281019158	6.684799869	2.31E-11	1.48E-09
ENSG00000230499.1	3.382320293	1.879226258	1.375492204	1.366220945	0.171869626	0.352868615
ENSG00000237927.1	21.35520353	1.880883111	0.758588702	2.479450465	0.013158501	0.058275467
ENSG00000213866.3	87.9304673	1.881937639	0.37225533	5.055502199	4.29E-07	1.20E-05
ENSG00000143891.15	219.0699643	1.885438778	0.252101411	7.478890226	7.50E-14	6.53E-12
ENSG00000260303.1	6.242402937	1.886972359	1.235611488	1.527156697	0.126722051	0.290541554
ENSG00000260360.1	4.137899866	1.887034367	1.190842984	1.584620636	0.113052553	0.268854221
ENSG00000231665.1	7.535147414	1.887158129	0.817067764	2.309671502	0.020906348	0.082302688
ENSG00000116096.5	13.76605798	1.887358551	1.021039175	1.848468302	0.064534626	0.182198687
ENSG00000211798.3	2.9213342	1.889275882	1.256955502	1.503057093	0.132824322	0.299492696
ENSG00000270030.1	38.56104316	1.892325607	0.569060676	3.325349453	0.000883078	0.007284316
ENSG00000140511.10	203.6894759	1.893642601	0.295607248	6.405941046	1.49E-10	8.42E-09
ENSG00000242272.1	6.619461306	1.894151827	0.935497605	2.024753262	0.042892706	0.137051301
ENSG00000113494.15	82.98881231	1.895462975	0.371435639	5.103072453	3.34E-07	9.66E-06
ENSG00000216490.3	29.88498188	1.89704645	0.486626675	3.898360996	9.68E-05	0.001216708
ENSG00000224721.1	17.05111724	1.900105698	0.566261961	3.355524175	0.000792147	0.006674767
ENSG00000129667.11	408.3442003	1.901465519	0.277263377	6.857975765	6.98E-12	4.77E-10
ENSG00000065328.15	21.26541762	1.904968121	0.595236188	3.2003567	0.001372576	0.010429378
ENSG00000115705.19	2.738583093	1.905522311	1.230560858	1.548499043	0.121502192	0.282203631
ENSG00000163344.5	101.8514199	1.906607941	0.497540193	3.832068182	0.000127071	0.001521351
ENSG00000107130.8	2.801624129	1.907864625	1.087264979	1.754737494	0.079304219	0.209969302
ENSG00000213934.5	74.82239868	1.910210469	0.548890599	3.480129689	0.000501171	0.004621262
ENSG00000064300.7	4.007217639	1.91129575	1.305717097	1.463790093	0.14325131	0.314628193
ENSG00000269481.1	95.59950222	1.911448074	0.2803845	6.817238745	9.28E-12	6.27E-10
ENSG00000279824.1	1050.965086	1.91328878	0.795828539	2.404146982	0.016210254	0.068210241
ENSG00000207171.1	75.10852105	1.913903526	0.428851816	4.462855125	8.09E-06	0.000148513
ENSG00000211821.2	4.457749463	1.915781409	0.965202673	1.984848844	0.047161291	0.146284539
ENSG00000163746.10	23.48906928	1.918772455	0.447413435	4.288589263	1.80E-05	0.000298306
ENSG00000273972.1	16.17667063	1.919860344	0.560528999	3.425086563	0.000614604	0.005424574
ENSG00000136783.9	285.0635752	1.92278308	0.292655181	6.570131699	5.03E-11	3.06E-09
ENSG00000138738.9	678.6597886	1.922809547	0.402863005	4.772862049	1.82E-06	4.19E-05
ENSG00000130234.9	12.47597675	1.925084765	0.801790308	2.400982833	0.016351104	0.068668842
ENSG00000166710.16	44658.02086	1.927144248	0.293082934	6.575422945	4.85E-11	2.96E-09
ENSG00000258092.1	147.2511827	1.927669461	0.706662313	2.72785095	0.006374841	0.033961426
ENSG00000261614.1	25.10422685	1.927988996	0.645503973	2.986796484	0.002819173	0.018255706
ENSG00000144118.12	1937.786023	1.929834134	0.313250659	6.160670631	7.24E-10	3.69E-08
ENSG00000143162.7	2298.829654	1.931149844	0.250832504	7.698961704	1.37E-14	1.30E-12
ENSG00000236935.1	7.239363612	1.931617092	0.802570157	2.406789084	0.016093461	0.067827145
ENSG00000209082.1	7.13018578	1.935904309	0.806691368	2.399807888	0.016403678	0.068835837
ENSG00000276867.1	2.600211056	1.937772771	1.435253928	1.350125392	0.176975765	0.359564341
ENSG00000173221.12	2655.380269	1.941686575	0.329603408	5.890978453	3.84E-09	1.72E-07
ENSG00000106605.9	200.2614327	1.941825797	0.279534512	6.946640621	3.74E-12	2.61E-10
ENSG00000055332.15	5102.416993	1.941889805	0.239961872	8.092493158	5.85E-16	6.39E-14
ENSG00000122729.17	2295.339946	1.942982061	0.249495941	7.787629939	6.83E-15	6.61E-13
ENSG00000276514.1	5.112427095	1.947380953	1.03038182	1.889960512	0.058763241	0.170681226
ENSG00000261373.1	55.25414178	1.947714708	0.362716109	5.369804809	7.88E-08	2.65E-06
ENSG00000172007.5	1072.033904	1.94890501	0.26714738	7.295242832	2.98E-13	2.41E-11
ENSG00000132915.9	8.979959134	1.949088122	0.727576992	2.678875423	0.007386987	0.038128305
ENSG00000155962.11	142.7022146	1.949458651	0.718531297	2.71311585	0.00666538	0.035145944
ENSG00000038945.13	95.85845084	1.950384634	0.504923367	3.862733953	0.000112125	0.001368164
ENSG00000213075.7	8.745700908	1.959590263	0.830547378	2.359396124	0.018304705	0.074395617
ENSG00000166796.10	2.619836417	1.959856024	1.639709129	1.19524615	0.231990872	0.429407334
ENSG00000140280.12	412.7425743	1.96061598	0.199290222	9.837993875	7.72E-23	1.59E-20
ENSG00000259268.1	7.595750519	1.962784242	0.911043613	2.154434994	0.031206075	0.109135847
ENSG00000242814.2	3.271997277	1.963112708	1.120850787	1.751448748	0.079868642	0.210945399
ENSG00000201512.1	5.741026318	1.966371562	2.26130315	0.869574502	0.384532977	0.586170479
ENSG00000206249.3	8.551012136	1.967426959	0.80783142	2.435442481	0.014873589	0.064037618
ENSG00000228986.1	4.146757655	1.968581747	1.602046495	1.228791894	0.219149842	0.41374415
ENSG00000279982.1	4.616373386	1.970913255	1.622202716	1.214961137	0.224380914	0.419742629
ENSG00000136960.11	52.11719646	1.972024034	0.360175011	5.475182822	4.37E-08	1.54E-06
ENSG00000177807.6	48.4413582	1.972880057	0.68093343	2.897317081	0.003763691	0.02273849
ENSG00000121621.6	95.14622739	1.97496915	0.307270972	6.427451102	1.30E-10	7.43E-09
ENSG00000137752.21	7876.940801	1.975046208	0.260128773	7.592571115	3.14E-14	2.85E-12
ENSG00000168394.10	6301.596318	1.975466346	0.18605723	10.61751993	2.47E-26	6.23E-24
ENSG00000076344.14	5.027824908	1.975967709	0.925433803	2.135179959	0.032746313	0.112869562
ENSG00000253785.1	4.608856464	1.976732711	1.107472151	1.784905119	0.074276708	0.200418612
ENSG00000136542.7	32.67084883	1.98074121	0.605312008	3.272264857	0.001066896	0.008507534
ENSG00000135900.3	473.2904756	1.981046686	0.209005817	9.478428474	2.58E-21	4.74E-19
ENSG00000255474.1	6.270927439	1.981538357	0.719312322	2.75476771	0.005873382	0.031950496
ENSG00000249310.2	45.19509003	1.983089084	0.642674737	3.08568078	0.002030867	0.014134417
ENSG00000196565.11	967.8550558	1.983200035	0.925293733	2.143319428	0.032087458	0.11129442
ENSG00000118473.20	36.21134309	1.983357829	0.680104983	2.916252457	0.003542637	0.021735326
ENSG00000196188.9	51.18806729	1.986520137	0.572731942	3.468498946	0.000523375	0.004790052
ENSG00000258733.4	105.0853397	1.98710579	0.290726949	6.834955613	8.20E-12	5.56E-10
ENSG00000156113.19	18.75900127	1.989431692	0.757656934	2.625768475	0.00864536	0.042823976
ENSG00000255750.4	24.50289299	1.992023514	0.43425099	4.587263033	4.49E-06	8.95E-05
ENSG00000163535.16	65.67344906	1.992649408	0.363437846	5.482779056	4.19E-08	1.47E-06
ENSG00000108679.11	185.9869246	1.993450258	0.250188604	7.967789991	1.62E-15	1.69E-13
ENSG00000213172.3	8.011502709	1.993530134	0.996309593	2.000914322	0.045401624	0.142372526
ENSG00000263563.4	41.42612369	1.994102366	0.402210951	4.957851995	7.13E-07	1.85E-05
ENSG00000198959.10	366.0669166	1.994809189	0.301578785	6.614554093	3.73E-11	2.31E-09
ENSG00000230037.1	6.727167167	1.994900488	0.776756171	2.568245434	0.010221476	0.048558491
ENSG00000110958.14	1905.303887	1.997104515	0.419118369	4.76501309	1.89E-06	4.31E-05
ENSG00000114698.13	18.35236167	2.000420484	0.694129748	2.881911473	0.003952708	0.023599636
ENSG00000244617.2	109.4530374	2.005831407	0.420840746	4.766248105	1.88E-06	4.30E-05
ENSG00000175073.7	5033.779574	2.008043907	0.252609077	7.949215167	1.88E-15	1.93E-13
ENSG00000163814.6	29.39587477	2.010914185	0.554070715	3.629345732	0.00028414	0.002936407
ENSG00000171729.12	25.23661993	2.01165954	0.848452314	2.370975372	0.017741213	0.072666023
ENSG00000115339.12	915.8607522	2.012737478	0.271549443	7.412047895	1.24E-13	1.04E-11
ENSG00000196123.11	108.9103338	2.012824719	0.345999142	5.817426914	5.98E-09	2.56E-07
ENSG00000127951.5	16219.21657	2.012862961	0.227269605	8.85671871	8.24E-19	1.15E-16
ENSG00000272989.1	2.592421766	2.012884242	1.6625735	1.210703913	0.226008902	0.422145437
ENSG00000087253.10	7708.840746	2.013682795	0.275016804	7.322035483	2.44E-13	2.01E-11
ENSG00000261390.4	3.743604138	2.018803619	1.479310049	1.364692696	0.172349656	0.35348034
ENSG00000064835.9	26.29757904	2.020725511	0.443500572	4.556308687	5.21E-06	0.000101413
ENSG00000237169.1	14.23595155	2.022385274	0.805536585	2.510606361	0.012052401	0.054768309
ENSG00000185885.14	1348.998997	2.02275022	0.20877453	9.688682914	3.37E-22	6.60E-20
ENSG00000196878.11	5.986479713	2.024562999	1.12885973	1.793458431	0.072899652	0.197919382
ENSG00000227910.1	2.832590596	2.025781372	1.612152781	1.256569102	0.208909709	0.400794891
ENSG00000177989.12	256.2929021	2.028549128	0.267661943	7.578773094	3.49E-14	3.13E-12
ENSG00000182612.9	4.10688937	2.031206608	1.483769594	1.36895015	0.171014858	0.351847442
ENSG00000224611.1	104.045851	2.034334041	0.327416117	6.213298421	5.19E-10	2.71E-08
ENSG00000141497.12	8.556098767	2.034782749	0.937761299	2.16983016	0.030019715	0.106280635
ENSG00000169228.12	69.0560934	2.038546845	0.363796951	5.603529216	2.10E-08	7.92E-07
ENSG00000120210.6	100.1630365	2.040650824	0.267378763	7.632060237	2.31E-14	2.13E-12
ENSG00000226828.1	10.29326286	2.045553867	0.600618389	3.405746319	0.000659835	0.005753107
ENSG00000134243.10	1122.786539	2.045794551	0.262811738	7.784258662	7.01E-15	6.73E-13
ENSG00000146070.15	221.3633744	2.048193524	0.340618909	6.013152735	1.82E-09	8.82E-08
ENSG00000255568.3	9.141697252	2.051102471	1.027329522	1.996538041	0.045875389	0.143440762
ENSG00000125347.12	6517.280695	2.055359406	0.239643153	8.576749988	9.76E-18	1.29E-15
ENSG00000260742.1	42.89445444	2.059095601	0.481476951	4.276623408	1.90E-05	0.000310662
ENSG00000144848.9	2928.812199	2.063444077	0.230682092	8.944968634	3.72E-19	5.41E-17
ENSG00000181817.5	127.2556467	2.066527941	0.925326977	2.233294817	0.025529509	0.094982434
ENSG00000072571.18	67.75724547	2.066984903	0.488020867	4.235443693	2.28E-05	0.000363683
ENSG00000198898.11	4220.718954	2.067123463	0.333339071	6.201263641	5.60E-10	2.90E-08
ENSG00000172183.13	1801.79653	2.067378949	0.208201823	9.929687054	3.09E-23	6.55E-21
ENSG00000281383.1	82.88062259	2.078499979	1.376107837	1.510419404	0.13093644	0.296536916
ENSG00000237257.1	5.824660787	2.078721897	1.153277824	1.802446778	0.071475141	0.195214421
ENSG00000170270.4	36.81638054	2.079105474	0.441117894	4.713264874	2.44E-06	5.36E-05
ENSG00000205978.5	3.994957229	2.07932594	1.043782361	1.9921068	0.046359341	0.144477573
ENSG00000163251.3	140.1019617	2.080441707	0.237432839	8.762232382	1.91E-18	2.59E-16
ENSG00000243055.1	674.443908	2.08739279	0.296953573	7.029357368	2.07E-12	1.49E-10
ENSG00000251230.4	92.03609134	2.087549891	0.433150812	4.819452791	1.44E-06	3.42E-05
ENSG00000162645.11	11542.71022	2.091938527	0.202903465	10.31001873	6.35E-25	1.49E-22
ENSG00000229257.2	2.934970403	2.09362713	1.319136837	1.587118994	0.112485697	0.267929108
ENSG00000070190.11	6757.055892	2.094504811	0.242292204	8.644540666	5.40E-18	7.19E-16
ENSG00000198087.7	1602.860001	2.095200347	0.221501612	9.45907495	3.11E-21	5.58E-19
ENSG00000135363.10	3823.276268	2.098636016	0.231559138	9.063067165	1.27E-19	1.92E-17
ENSG00000165168.7	17334.58212	2.100170869	0.182655015	11.49801921	1.35E-30	4.51E-28
ENSG00000238901.1	4.875820322	2.102013188	0.985343869	2.133278802	0.032901862	0.113317738
ENSG00000156486.7	13.19422155	2.102292382	0.704098053	2.985794911	0.002828423	0.018300605
ENSG00000176597.10	566.8866407	2.104500077	0.404120021	5.207611525	1.91E-07	5.88E-06
ENSG00000228802.1	60.78800531	2.106644064	0.385284432	5.46776326	4.56E-08	1.59E-06
ENSG00000279368.1	43.39910864	2.108625318	0.496101158	4.250393861	2.13E-05	0.000344147
ENSG00000124256.13	1472.015646	2.109155051	0.227958989	9.252344276	2.20E-20	3.54E-18
ENSG00000253214.1	79.06438738	2.110337195	0.478311051	4.41206029	1.02E-05	0.000181964
ENSG00000177294.6	25.91820356	2.111919791	0.558429496	3.781891545	0.000155641	0.001802533
ENSG00000224773.2	4.299393482	2.117252493	0.893630876	2.369269627	0.017823255	0.072901294
ENSG00000100583.4	7.130794473	2.120173381	0.970905937	2.183706269	0.028983839	0.103998769
ENSG00000275881.1	8.888303324	2.121397016	0.926450234	2.289812164	0.022032208	0.085500323
ENSG00000267082.1	12.64284941	2.121487052	0.816204299	2.599210827	0.009343837	0.045410893
ENSG00000165806.18	267.6929186	2.125784587	0.306592498	6.933583184	4.10E-12	2.85E-10
ENSG00000233677.1	3.123683057	2.126403378	1.154441263	1.84193293	0.065484961	0.184114323
ENSG00000228215.2	3.981892227	2.127994666	1.20859148	1.760722876	0.078285319	0.208061665
ENSG00000249173.4	14.46583362	2.129001323	1.044677575	2.037950631	0.04155487	0.133868911
ENSG00000111912.17	1433.855775	2.130180537	0.253985154	8.387027774	4.99E-17	6.00E-15
ENSG00000086065.12	680.8520514	2.133540235	0.366018744	5.829046384	5.57E-09	2.39E-07
ENSG00000188610.11	6.212882452	2.134102746	1.103467106	1.933997609	0.053113422	0.159490892
ENSG00000136689.17	2813.178138	2.142539807	0.230605225	9.290942145	1.53E-20	2.50E-18
ENSG00000213468.3	39.6973265	2.142725225	0.314753313	6.807633583	9.92E-12	6.64E-10
ENSG00000036565.13	3.331358831	2.143797407	1.116217356	1.920591359	0.054783245	0.163073286
ENSG00000128512.18	683.8815168	2.146132354	0.325675591	6.589785709	4.40E-11	2.69E-09
ENSG00000215414.4	10.26475863	2.148508409	0.743445696	2.889933214	0.003853237	0.023190831
ENSG00000136048.12	312.9651262	2.15470012	0.259158066	8.314231348	9.23E-17	1.09E-14
ENSG00000223356.1	3.425689998	2.156278601	1.463896454	1.472972078	0.140758565	0.311001778
ENSG00000110848.7	255.6205946	2.161033963	0.439261347	4.919699806	8.67E-07	2.19E-05
ENSG00000269640.4	907.7707	2.161046638	0.207086745	10.43546576	1.71E-25	4.17E-23
ENSG00000183019.6	316.8537531	2.161957118	0.719069416	3.00660419	0.002641835	0.017339419
ENSG00000120280.5	814.2462682	2.167687884	0.30823385	7.03260815	2.03E-12	1.47E-10
ENSG00000185880.11	2941.17965	2.168766157	0.208331042	10.41019204	2.23E-25	5.39E-23
ENSG00000070501.10	666.6826261	2.173057848	0.233569043	9.303706599	1.36E-20	2.30E-18
ENSG00000041357.14	947.0388566	2.175711694	0.231144709	9.412768752	4.83E-21	8.55E-19
ENSG00000101017.12	245.3260958	2.176428116	0.234076593	9.297931457	1.43E-20	2.36E-18
ENSG00000245080.5	20.77081397	2.179711798	0.660739942	3.298895162	0.000970662	0.007877944
ENSG00000049245.11	3792.947949	2.181052642	0.241837954	9.018653221	1.90E-19	2.80E-17
ENSG00000163808.15	61.01994618	2.182957081	0.415517698	5.25358388	1.49E-07	4.70E-06
ENSG00000172403.9	55.73335872	2.18301273	0.454594779	4.802106912	1.57E-06	3.68E-05
ENSG00000169385.2	309.0709658	2.183610297	0.413346604	5.282758534	1.27E-07	4.09E-06
ENSG00000275832.3	2.607035882	2.183740046	1.275645419	1.711870724	0.086920495	0.223640566
ENSG00000213492.2	19.15363748	2.184190028	0.521550323	4.187879733	2.82E-05	0.000438523
ENSG00000164430.14	617.1384137	2.185275253	0.332669058	6.568916462	5.07E-11	3.07E-09
ENSG00000130032.14	25.43536072	2.187843578	0.715638332	3.057191713	0.002234213	0.015220257
ENSG00000234534.1	15.92638211	2.188982055	0.58140661	3.764976207	0.000166565	0.00190577
ENSG00000231233.1	170.0074104	2.190293821	0.381328585	5.743849022	9.25E-09	3.78E-07
ENSG00000204264.7	1505.513967	2.191712399	0.167558603	13.08027377	4.27E-39	2.66E-36
ENSG00000179331.2	107.4736838	2.192869786	0.385012548	5.695580041	1.23E-08	4.91E-07
ENSG00000269053.1	7.496570246	2.193421659	1.069022053	2.051802067	0.040188902	0.130729735
ENSG00000152580.8	82.53898676	2.195986464	0.425100503	5.165805375	2.39E-07	7.22E-06
ENSG00000236562.4	4.919445838	2.196337777	0.799585923	2.746843977	0.006017175	0.032516337
ENSG00000246430.5	38.71911831	2.200292534	0.333638189	6.594846173	4.26E-11	2.61E-09
ENSG00000128335.12	1682.653004	2.202601721	0.217161531	10.14268829	3.57E-24	7.99E-22
ENSG00000232387.2	7.00503991	2.202716896	1.063325951	2.071534974	0.03830883	0.126541372
ENSG00000162512.14	41.56351427	2.204229771	0.509539378	4.325926251	1.52E-05	0.000257024
ENSG00000129673.8	8.213761763	2.204409705	0.843633224	2.612995367	0.008975252	0.044117001
ENSG00000188157.12	24.23023984	2.207745769	0.64293163	3.433873318	0.000595022	0.005283218
ENSG00000277969.1	22.56884985	2.20860835	0.516410253	4.276848368	1.90E-05	0.000310563
ENSG00000242082.1	11.17433469	2.209696222	0.87612554	2.522122825	0.011664897	0.053489306
ENSG00000179918.16	760.6375761	2.213921285	0.800368756	2.766126573	0.005672651	0.031079626
ENSG00000252103.1	4.336693095	2.217517198	1.052397439	2.107110028	0.035108043	0.1189179
ENSG00000065911.10	907.410419	2.218394401	0.238511652	9.300989617	1.39E-20	2.32E-18
ENSG00000038210.12	265.6520508	2.220871802	0.252269236	8.80357761	1.33E-18	1.81E-16
ENSG00000122643.17	1500.104996	2.222806431	0.245549238	9.05238579	1.40E-19	2.09E-17
ENSG00000085449.13	3337.344514	2.223182842	0.217947645	10.20053622	1.97E-24	4.45E-22
ENSG00000273399.2	4.972801784	2.224632805	0.895352301	2.48464521	0.012968061	0.057701542
ENSG00000279155.1	7.755115526	2.225535405	0.860950408	2.584975144	0.009738602	0.046877773
ENSG00000230266.1	34.14241561	2.225579889	0.586749998	3.79306331	0.0001488	0.001737737
ENSG00000183199.6	25.38912754	2.232009101	0.592245997	3.768719609	0.000164087	0.001882871
ENSG00000123700.4	6438.657331	2.232158888	0.235026383	9.497482199	2.15E-21	3.98E-19
ENSG00000085063.13	841.0439264	2.233175475	0.281625332	7.929597306	2.20E-15	2.24E-13
ENSG00000179750.14	29.39810099	2.234524965	0.636877843	3.50856132	0.000450537	0.004231731
ENSG00000268729.1	8.698277909	2.236480338	0.707064582	3.163049594	0.001561257	0.011469702
ENSG00000261618.1	25.89200463	2.236885785	0.573367446	3.901312847	9.57E-05	0.001206157
ENSG00000179388.8	40.76687154	2.240351956	0.445844541	5.024962181	5.04E-07	1.38E-05
ENSG00000174977.8	10.10751491	2.245359958	0.680283552	3.300623615	0.000964702	0.007845692
ENSG00000267659.4	4.019739159	2.247933759	1.352063778	1.662594469	0.096393639	0.240775893
ENSG00000135047.13	160.8422606	2.253745024	0.403847712	5.580680438	2.40E-08	8.92E-07
ENSG00000086061.14	3176.521208	2.258259002	0.400429492	5.639592111	1.70E-08	6.54E-07
ENSG00000251804.1	10.02123343	2.258579236	0.640501685	3.526265877	0.000421464	0.004012706
ENSG00000137757.9	338.9770747	2.263386786	0.321546666	7.039061582	1.94E-12	1.41E-10
ENSG00000259321.1	139.7870802	2.264899767	0.320876155	7.058485753	1.68E-12	1.25E-10
ENSG00000104951.14	19.30685098	2.267123427	0.490721276	4.61998193	3.84E-06	7.84E-05
ENSG00000224157.1	4.790000355	2.270595957	0.844336448	2.689207557	0.007162187	0.037211039
ENSG00000163565.17	11274.15778	2.2713748	0.314228702	7.228412894	4.89E-13	3.82E-11
ENSG00000160932.9	2118.1886	2.271755157	0.368686275	6.161756788	7.19E-10	3.68E-08
ENSG00000141574.6	3889.159753	2.272768282	0.289632072	7.847087737	4.26E-15	4.21E-13
ENSG00000265992.1	5.954147881	2.274060355	1.457361205	1.560395836	0.118666368	0.277657283
ENSG00000252019.1	20.00479135	2.274209836	0.86165861	2.639339767	0.008306768	0.041633943
