id	group_1_sample_10_SRR988501_PE	group_1_sample_11_SRR988500_PE	group_1_sample_12_SRR988499_PE	group_1_sample_1_SRR988510_PE	group_1_sample_2_SRR988509_PE	group_1_sample_3_SRR988508_PE	group_1_sample_4_SRR988507_PE	group_1_sample_5_SRR988506_PE	group_1_sample_6_SRR988505_PE	group_1_sample_7_SRR988504_PE	group_1_sample_8_SRR988503_PE	group_1_sample_9_SRR988502_PE
ENSG00000228030.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228033.4	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228036.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000228037.1	8.00	3.00	7.00	1.00	6.00	2.00	0.00	0.00	6.00	0.00	8.00	1.00
ENSG00000228038.1	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228043.4	0.00	0.00	0.00	2.00	0.00	1.00	1.00	0.00	2.00	0.00	0.00	0.00
ENSG00000228045.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228046.2	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.00
ENSG00000228049.6	31.04	16.64	50.74	10.90	198.98	18.96	56.85	44.09	70.85	6.08	28.63	31.13
ENSG00000228051.1	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228053.1	0.97	0.00	0.00	1.87	1.00	0.00	1.68	1.01	1.00	0.00	2.01	1.01
ENSG00000228054.2	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228057.1	100.00	24.00	79.56	69.53	65.57	59.00	58.44	52.99	60.69	6.00	170.43	27.99
ENSG00000228058.1	4.00	4.00	0.00	5.00	1.00	1.00	5.00	0.00	3.00	0.00	18.00	5.00
ENSG00000228060.1	0.00	0.00	6.04	3.05	1.02	0.00	0.00	1.00	2.04	0.00	2.00	1.00
ENSG00000228061.4	2.00	0.00	2.00	0.00	3.00	0.00	3.00	0.00	2.00	0.00	4.00	0.00
ENSG00000228063.1	1.00	0.00	3.00	1.00	0.00	2.00	0.00	1.00	3.00	2.00	1.00	4.00
ENSG00000228065.9	16.00	0.00	1.02	1.00	2.00	0.00	7.00	0.00	0.93	0.00	0.00	0.00
ENSG00000228067.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000228069.1	23.00	0.00	10.00	12.00	19.00	1.00	20.94	2.00	7.00	3.00	5.00	2.00
ENSG00000228074.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00
ENSG00000228075.4	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228076.2	25.00	2.00	15.00	13.00	23.00	3.00	11.00	2.00	11.00	2.00	21.00	1.00
ENSG00000228078.1	0.00	0.00	0.00	0.00	0.00	6.71	23.50	0.00	0.00	0.00	0.00	0.00
ENSG00000228079.2	4.00	2.00	9.00	15.00	5.00	8.00	16.00	2.00	11.00	2.00	7.00	3.00
ENSG00000228084.1	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	9.00	1.00	3.00	0.00
ENSG00000228086.1	11.70	0.00	7.38	5.29	6.23	2.76	13.68	2.08	9.64	0.00	9.39	0.00
ENSG00000228089.1	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	1.97
ENSG00000228097.1	71.00	36.00	110.00	105.00	75.00	114.00	63.00	100.00	54.00	62.00	101.00	88.00
ENSG00000228106.4	10.00	2.00	8.00	5.00	9.00	1.00	14.00	8.00	9.00	0.00	13.00	2.00
ENSG00000228107.1	3.90	1.00	5.82	17.75	6.65	2.00	17.05	3.03	4.00	1.00	10.13	5.00
ENSG00000228109.1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228110.4	1.02	0.00	0.00	1.01	1.02	0.00	1.02	2.45	0.00	1.00	5.77	1.08
ENSG00000228113.6	1475.46	114.62	1719.64	1381.39	1449.24	277.21	1182.64	463.72	1161.38	104.19	1332.12	222.46
ENSG00000228115.1	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	2.00
ENSG00000228123.4	0.00	0.00	0.00	1.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228124.1	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00
ENSG00000228126.1	1.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228127.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00
ENSG00000228133.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228135.1	0.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228137.1	3.00	0.00	5.00	7.00	3.00	4.00	5.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228140.1	128.16	5.00	21.83	33.60	48.57	11.24	23.77	11.11	13.28	4.51	71.55	7.23
ENSG00000228141.5	1.00	0.00	3.37	0.71	10.35	2.05	1.13	1.00	1.00	0.00	0.00	1.01
ENSG00000228144.2	8.01	0.00	108.36	62.54	21.71	21.42	26.76	16.99	47.16	0.00	55.85	30.98
ENSG00000228146.5	14.78	5.00	6.85	4.07	16.26	4.20	10.19	4.13	5.24	2.96	7.89	1.07
ENSG00000228149.1	34.00	0.00	11.00	19.00	10.00	3.00	12.00	3.00	1.00	0.00	5.00	3.00
ENSG00000228150.1	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00
ENSG00000228151.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228157.4	215.91	4.00	256.00	88.00	130.00	13.00	91.16	41.00	95.00	18.00	190.85	6.40
ENSG00000228158.2	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228162.1	0.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228166.1	65.00	26.00	142.00	73.00	69.00	74.00	49.00	47.00	22.00	10.00	81.00	23.00
ENSG00000228167.1	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228168.1	0.00	0.00	7.00	1.00	0.00	0.00	0.00	3.00	2.00	0.00	5.00	0.00
ENSG00000228169.3	1.00	0.00	2.00	1.18	1.96	0.00	0.00	1.00	1.00	0.00	2.00	0.00
ENSG00000228170.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00
ENSG00000228171.1	1.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228172.4	37.01	5.00	40.00	31.00	86.12	7.00	52.03	15.00	20.00	13.00	43.00	9.00
ENSG00000228175.3	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228182.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228187.1	1.00	0.00	2.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228190.2	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228192.6	3.00	0.00	7.03	3.00	0.00	1.00	0.00	1.00	0.00	0.00	9.83	1.00
ENSG00000228196.1	14.00	1.00	22.00	9.91	19.00	13.10	24.13	3.01	5.00	0.00	39.94	3.09
ENSG00000228198.2	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228201.1	4.00	1.00	1.00	2.00	0.00	0.00	1.00	0.00	0.00	2.00	2.00	0.00
ENSG00000228203.5	9.16	23.24	49.56	33.80	19.70	16.01	37.64	23.77	16.48	3.13	13.07	16.75
ENSG00000228204.2	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228205.1	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228212.1	9.00	1.00	26.00	12.01	39.00	7.00	37.00	7.00	21.00	0.00	42.00	1.00
ENSG00000228214.5	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228215.2	8.00	2.00	4.00	0.00	3.00	1.00	0.00	8.00	0.00	0.00	8.00	6.00
ENSG00000228217.1	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228218.1	4.00	0.00	21.03	8.92	4.02	8.10	2.00	2.01	6.05	7.12	10.03	1.01
ENSG00000228219.1	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00
ENSG00000228221.4	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228223.2	131.22	38.03	129.88	168.52	70.44	32.62	188.80	51.39	59.03	57.00	161.99	41.99
ENSG00000228224.3	41.00	16.01	27.00	27.00	19.00	13.01	36.00	25.01	19.00	11.25	22.00	14.00
ENSG00000228232.1	1.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228236.2	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228237.4	3.00	1.00	2.00	7.00	2.00	1.00	11.00	3.00	5.00	0.00	14.00	0.00
ENSG00000228238.1	1.00	0.00	0.00	1.00	0.00	0.00	8.00	0.00	1.00	0.00	1.00	0.00
ENSG00000228242.5	352.64	40.38	251.76	209.96	147.07	82.91	357.37	227.72	282.61	34.92	490.15	40.71
ENSG00000228247.1	1.00	0.00	1.00	1.00	0.00	1.00	3.00	3.00	0.00	0.00	1.00	0.00
ENSG00000228251.1	9.00	2.00	1.00	4.00	3.00	1.00	1.00	1.00	3.00	3.00	3.00	2.00
ENSG00000228252.7	3.00	1.00	0.00	0.00	4.00	2.00	0.00	2.00	0.00	0.00	2.00	0.00
ENSG00000228253.1	229.00	14.00	116.00	79.00	392.00	91.00	106.00	83.00	175.00	24.00	361.00	146.00
ENSG00000228259.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228261.1	10.00	3.00	11.00	10.00	17.00	2.00	3.00	9.00	3.00	1.00	10.00	1.00
ENSG00000228262.7	1.00	0.00	0.93	1.06	2.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228264.1	31.00	4.00	29.00	21.00	47.00	5.00	15.00	15.00	23.00	8.00	37.00	8.00
ENSG00000228265.4	13.00	4.00	5.00	11.00	43.00	3.00	20.00	14.00	3.00	5.00	26.00	11.00
ENSG00000228271.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	4.00	0.00
ENSG00000228274.3	10.73	1.00	12.91	12.94	33.44	3.99	12.04	4.00	25.11	0.00	28.04	7.47
ENSG00000228278.3	0.00	0.00	14.95	7.14	7.00	0.00	4.21	3.00	0.00	0.00	1.74	1.18
ENSG00000228280.1	0.00	0.00	0.00	3.00	0.00	1.00	2.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228283.3	2.11	0.00	0.00	1.04	0.00	0.00	0.00	3.08	0.00	0.00	1.03	0.00
ENSG00000228285.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228286.3	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228288.5	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	3.00	0.00
ENSG00000228290.5	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228291.1	0.00	0.00	0.00	5.00	2.00	0.00	0.00	0.00	4.00	0.00	3.00	0.00
ENSG00000228292.1	7.00	0.00	2.00	4.00	28.00	2.00	3.00	1.00	8.00	0.00	7.00	1.00
ENSG00000228293.1	1.14	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00
ENSG00000228300.12	199.00	46.00	67.00	183.00	101.00	79.00	184.00	285.00	216.00	51.00	270.00	116.00
ENSG00000228302.2	6.05	15.00	38.08	7.00	41.13	21.02	2.00	22.29	23.39	1.00	18.99	20.04
ENSG00000228303.1	1.00	0.00	0.00	0.00	0.00	0.84	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228305.2	2.76	2.11	1.93	1.52	1.00	0.00	2.74	1.14	0.00	1.84	1.84	0.00
ENSG00000228308.1	12.47	2.03	17.82	2.72	1.97	1.91	6.05	5.32	7.36	1.09	6.74	4.05
ENSG00000228314.1	2.00	1.00	1.00	22.97	29.99	0.00	0.00	1.00	2.00	6.00	31.56	2.00
ENSG00000228315.10	545.72	54.22	553.54	237.95	475.48	157.76	243.48	254.11	375.67	97.13	882.16	54.54
ENSG00000228316.1	4.00	0.00	9.00	6.00	15.00	2.00	3.00	0.00	2.00	0.00	4.00	0.00
ENSG00000228317.1	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00
ENSG00000228318.3	13.02	9.04	4.04	5.08	0.00	7.05	1.01	14.04	0.00	3.01	7.04	12.07
ENSG00000228323.2	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228327.2	306.89	28.20	214.41	182.59	278.61	32.27	113.64	63.86	149.50	26.95	266.14	32.22
ENSG00000228328.2	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000228329.1	0.00	2.00	2.00	5.00	14.00	0.00	0.00	0.00	1.00	0.00	3.00	2.00
ENSG00000228330.1	1.68	0.00	0.00	2.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
ENSG00000228334.1	1.00	0.00	0.00	0.00	1.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228335.1	40.00	0.00	16.00	11.00	21.00	4.00	15.00	5.00	4.00	0.00	7.00	4.00
ENSG00000228339.1	0.00	0.00	0.00	1.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
ENSG00000228340.4	41.00	3.00	46.00	31.00	34.00	2.00	17.00	9.00	14.00	2.00	54.00	3.00
ENSG00000228341.1	1.00	0.00	3.00	0.00	3.00	0.00	6.00	0.00	1.00	0.00	4.00	0.00
ENSG00000228343.1	78.00	3.00	29.00	37.00	51.00	28.00	41.00	24.00	31.00	15.00	72.00	20.00
ENSG00000228345.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228352.2	2.00	1.00	3.00	7.00	8.00	2.00	0.00	5.00	8.00	2.00	11.00	6.00
ENSG00000228353.1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228358.4	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228363.2	143.15	36.11	185.89	150.93	132.27	26.28	131.84	71.80	97.23	14.25	171.63	13.02
ENSG00000228366.1	1.00	0.00	1.00	1.00	3.00	0.00	5.00	2.00	1.00	0.00	4.00	0.00
ENSG00000228368.1	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228369.2	2.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	4.00	0.00	0.00	0.00
ENSG00000228372.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228380.1	0.00	0.00	1.00	1.00	6.00	1.00	1.00	2.00	1.00	0.00	1.00	0.00
ENSG00000228382.1	32.00	5.00	20.00	15.00	18.00	7.00	6.00	11.00	9.00	1.00	24.00	5.00
ENSG00000228384.4	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000228386.2	16.00	1.00	5.00	1.00	2.00	0.00	2.00	1.00	1.00	0.00	6.00	0.00
ENSG00000228389.1	541.89	48.55	278.38	145.45	260.41	64.98	197.50	115.18	140.61	41.59	228.43	57.12
ENSG00000228392.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228393.3	41.00	0.00	28.00	19.00	47.00	6.00	14.00	9.00	23.00	1.00	17.00	5.00
ENSG00000228395.1	9.00	1.00	4.00	25.00	33.02	2.00	36.00	6.00	8.00	1.00	10.00	11.00
ENSG00000228397.1	0.00	0.00	0.00	2.00	3.00	0.00	2.00	1.00	0.00	0.00	5.00	0.00
ENSG00000228399.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228403.1	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	5.00	2.00	0.00	0.00
ENSG00000228404.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00
ENSG00000228407.2	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00
ENSG00000228408.4	1.00	0.00	7.00	3.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	2.00
ENSG00000228409.4	13.35	1.97	36.08	24.80	10.01	3.00	19.68	7.29	15.08	2.11	16.37	10.16
ENSG00000228411.1	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228412.5	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228414.5	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228415.2	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228417.1	12.00	1.00	4.00	2.00	3.00	0.00	0.00	2.00	0.00	0.00	1.02	0.00
ENSG00000228423.2	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228427.1	27.00	0.00	7.02	8.00	14.00	13.00	10.00	8.00	5.98	3.00	12.00	7.00
ENSG00000228429.1	0.99	0.00	0.00	1.16	0.92	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228430.7	0.00	0.00	1.09	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228432.1	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00
ENSG00000228433.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000228434.1	174.56	3.06	47.00	66.99	262.99	27.00	56.15	25.00	66.49	0.00	127.00	24.00
ENSG00000228436.2	1.00	1.00	1.23	0.00	3.75	0.00	1.00	0.00	0.49	0.00	1.00	2.83
ENSG00000228437.4	4.00	1.00	0.00	14.00	3.00	0.00	0.00	3.00	2.00	0.00	3.00	3.00
ENSG00000228439.4	5.00	0.00	1.00	3.00	1.00	0.00	1.00	2.00	3.00	1.00	5.00	0.00
ENSG00000228440.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228444.2	20.00	0.00	0.00	0.00	0.00	1.00	7.00	1.00	4.00	0.00	6.00	0.00
ENSG00000228446.2	26.00	10.00	38.00	22.00	30.00	11.00	36.00	11.00	36.00	5.00	32.00	2.00
ENSG00000228451.3	52.00	2.00	25.00	46.00	30.00	8.00	79.00	12.00	21.00	19.00	28.00	10.00
ENSG00000228452.1	5.00	1.00	13.00	7.00	16.00	0.00	2.00	3.00	0.00	4.00	7.00	0.00
ENSG00000228463.7	186.85	31.84	212.71	147.21	72.06	45.28	61.71	139.68	95.21	26.09	324.24	54.78
ENSG00000228470.1	0.00	0.00	3.00	1.75	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228474.4	12654.98	1675.00	13844.00	11495.00	2750.96	3012.00	10606.99	7603.98	6463.99	4100.00	9563.99	3517.00
ENSG00000228477.1	8.02	0.00	0.99	1.00	6.01	0.00	1.00	0.00	0.99	1.00	4.25	0.00
ENSG00000228481.1	2.00	0.00	4.00	2.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228484.1	8.00	2.00	15.00	10.00	8.98	3.00	19.40	5.00	16.00	0.00	2.00	1.00
ENSG00000228485.1	2.00	0.00	6.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00
ENSG00000228486.8	118.50	3.00	30.39	33.01	28.01	11.00	80.94	9.00	21.05	2.00	48.03	11.00
ENSG00000228487.2	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228492.2	583.27	15.25	561.89	223.49	287.19	37.50	238.55	29.53	193.86	63.47	333.35	23.15
ENSG00000228495.1	1.02	0.00	0.00	6.00	22.87	7.00	17.00	4.00	7.76	1.00	10.00	4.00
ENSG00000228501.2	3.00	1.00	4.09	2.00	3.00	1.00	8.00	4.00	5.00	0.00	6.00	0.00
ENSG00000228502.1	1.72	2.06	9.01	1.92	8.40	1.99	7.79	5.07	2.12	3.08	5.63	2.99
ENSG00000228504.1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228506.1	90.00	8.00	91.00	77.00	112.00	16.00	43.00	35.00	48.00	14.00	84.00	34.00
ENSG00000228507.1	8.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228509.4	3.04	4.00	16.21	24.39	15.18	5.00	0.00	15.08	8.17	1.00	15.00	6.10
ENSG00000228510.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	0.00	1.00	0.00
ENSG00000228512.2	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
ENSG00000228513.1	23.00	0.00	1.00	2.00	3.00	1.00	0.00	1.00	3.00	0.00	2.00	0.00
ENSG00000228522.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228523.1	1.00	0.00	0.00	7.04	0.00	0.00	0.00	2.00	0.00	0.00	2.00	1.00
ENSG00000228525.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228528.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228532.4	0.00	0.00	0.00	0.04	1.02	0.00	2.04	0.00	1.70	0.00	0.28	0.00
ENSG00000228536.1	2.00	0.00	10.00	1.00	1.00	1.00	0.00	0.00	2.00	0.00	0.76	0.00
ENSG00000228540.1	1.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	0.00
ENSG00000228541.1	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228544.1	50.00	7.00	52.00	28.00	22.85	8.00	19.00	13.00	28.00	0.00	34.00	12.00
ENSG00000228546.2	2.97	0.00	0.00	0.00	0.00	1.83	0.78	1.99	1.60	1.99	0.72	0.00
ENSG00000228547.5	0.00	0.00	4.04	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00
ENSG00000228548.1	28.00	0.00	7.00	12.00	11.00	7.00	12.00	2.00	9.00	1.00	7.00	0.00
ENSG00000228549.3	17.16	0.00	15.23	3.99	12.15	5.93	11.17	4.00	12.58	1.00	12.35	1.00
ENSG00000228550.1	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228551.1	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228554.1	3.00	0.00	4.00	2.00	5.00	0.00	4.00	0.00	3.00	0.00	2.00	0.00
ENSG00000228568.1	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228570.6	42.08	2.52	30.67	30.43	69.62	7.07	18.68	5.90	26.11	0.00	48.89	4.93
ENSG00000228573.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228587.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000228589.3	1.86	0.00	7.43	0.00	4.10	0.00	1.29	9.66	0.00	0.00	4.33	2.02
ENSG00000228590.1	9.00	1.00	6.00	11.00	2.00	1.00	0.00	0.00	1.00	1.00	13.00	1.00
ENSG00000228594.3	29.00	2.00	14.00	5.00	16.00	7.00	9.00	6.00	9.00	2.00	29.00	5.00
ENSG00000228597.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00
ENSG00000228598.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228599.1	98.00	9.00	95.00	79.00	84.00	15.00	65.00	32.00	60.00	1.00	110.00	1.00
ENSG00000228600.1	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228601.1	0.00	0.00	5.52	0.00	0.00	0.00	1.11	0.87	0.00	0.00	1.07	0.00
ENSG00000228604.3	3.00	0.00	0.00	7.00	1.00	2.00	7.00	0.00	1.00	0.00	4.00	0.00
ENSG00000228606.1	1.00	1.00	3.00	1.00	4.00	2.00	8.00	1.00	1.00	0.00	4.00	1.00
ENSG00000228612.2	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228614.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
ENSG00000228615.1	0.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000228623.3	17.00	0.00	6.00	16.00	8.00	5.00	6.00	8.00	7.00	1.00	17.00	5.00
ENSG00000228624.6	22.00	1.00	4.00	13.00	10.00	3.00	3.00	4.00	4.00	10.00	24.00	3.00
ENSG00000228625.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000228630.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000228634.1	15.00	0.00	16.00	4.00	8.00	4.00	4.00	5.00	4.00	2.00	6.00	5.00
ENSG00000228638.1	25.00	9.00	20.00	27.00	20.00	8.00	15.00	18.00	27.00	0.00	32.00	5.00
ENSG00000228643.1	0.00	0.00	0.00	3.00	8.56	0.00	1.00	0.00	0.00	0.00	1.00	0.00
ENSG00000228649.7	137.00	6.00	32.00	45.00	66.00	21.00	65.00	12.00	41.00	3.00	76.00	17.00
ENSG00000228650.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
ENSG00000228651.1	0.00	0.00	0.00	2.00	0.00	1.00	0.00	1.00	2.00	0.00	1.00	0.00
