id	sample_12_SRR988499_PE	sample_10_SRR988501_PE	sample_8_SRR988503_PE	sample_6_SRR988505_PE	sample_4_SRR988507_PE	sample_11_SRR988500_PE	sample_9_SRR988502_PE	sample_7_SRR988504_PE	sample_5_SRR988506_PE	sample_3_SRR988508_PE	sample_2_SRR988509_PE	sample_1_SRR988510_PE
Group	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Unchallenged control	Unchallenged control
ENSG00000256705.3	0.29	0.83	0.79	1.76	0.52	0	0	0	0.15	0.34	1.51	0.15
ENSG00000256706.1	1.59	0	0.4	0	0.6	0	2.83	0	0.59	0	0	0.55
ENSG00000256708.1	0.35	3.74	1.88	7.7	0.81	0	0.63	3.06	0.75	0	5.07	0.72
ENSG00000256712.1	2.28	2.21	2.76	3.81	3.02	0	0.59	0	0	0.77	3.32	1.01
ENSG00000256720.1	3.06	4.02	0.89	4.06	2.24	0	0	0	0.2	0	3.93	3.37
ENSG00000256723.1	0.93	0.05	0.45	0.64	0.07	0.55	0.74	0	0.41	0.14	1.21	0.12
ENSG00000256742.1	0.3	0	0.57	0.49	0.4	0	0	0	0.18	0	1.35	0.56
ENSG00000256745.1	0	0.32	0.66	0	1.02	1.16	0	0.69	0	1.2	0.51	0
ENSG00000256746.4	1.62	0.26	0	0	0	0	0	0	0	0	0	0
ENSG00000256771.2	6.8	14.59	9.89	8.4	19.44	5.49	6.88	16.29	3.13	10.24	9.44	11.27
ENSG00000256804.1	0	0	0	0	0	0	0	6.15	0.47	0	0	0
ENSG00000256806.3	1.47	0.51	2.6	1.7	1.91	0.9	1.47	0.83	1.56	1.28	2.87	1.41
ENSG00000256812.1	1.2	1.19	3.61	2.29	0.91	3.34	5.88	0.81	2.39	4.77	1.04	1.76
ENSG00000256817.1	23.27	21.88	3.75	10.99	28.17	3.61	0.37	0	1.05	11.39	126.25	19.71
ENSG00000256826.1	0	0	1.31	1.08	0.96	0	6	0	0.97	0	4.84	1.79
ENSG00000256827.1	0.39	0.76	0.9	0.5	4.97	0	0	0	0	0	1.13	0
ENSG00000256843.1	0	0	0	0	9.49	0	0	0	0	0	44.8	0
ENSG00000256861.1	5.18	1.51	0.62	3.31	0	0	0.24	0	0.51	0	0.58	0.84
ENSG00000256862.1	1.9	8.86	2.06	3.04	3.6	1.21	0.88	0.67	1.98	2.25	0.36	0.82
ENSG00000256897.1	0	1.35	0	0	0.33	0	0	0	0	0	0	0.59
ENSG00000256937.1	5.82	5.08	4.26	3.53	5.13	0.28	0	0.67	0.61	2.44	3.46	5.42
ENSG00000256947.1	0	0	0	1.22	0	0	0	0	0	0	0	0
ENSG00000256948.1	0	0	0	0	0.36	5.15	3.02	13.25	2.33	1.06	1.11	0
ENSG00000256981.1	23.9	23.67	17.77	15.81	24.98	10.11	2.65	8.73	4.55	17.06	29.45	19.81
ENSG00000256987.1	2.85	1.59	0.64	1.91	0.34	1.36	0.26	0.55	0.29	0.45	4.44	1.16
ENSG00000257004.1	0	0	0	0	1.33	0	0	0	0	0	0	0
ENSG00000257017.7	1.83	4.8	2.56	0.95	3.02	4.96	6.87	3.26	1.23	6.79	3.28	4.68
ENSG00000257027.1	74.55	65.4	48.37	53.86	96.57	14.11	10.31	28.41	17.51	31.91	78.66	61.28
ENSG00000257093.5	18.35	20.98	15.33	16.05	24.06	5.71	4.97	12.37	5.21	12.83	22.73	15.89
ENSG00000257094.1	3.36	9.91	8.94	6.37	1.27	5.17	0.99	0	3.71	0	9.58	6.91
ENSG00000257096.1	0.34	6.51	0	0	0.73	0	0	0	0	0	0.89	1.16
ENSG00000257097.1	0.26	0.31	1.15	0.81	1.96	0.57	0.07	2	0.15	0.69	0.98	0.58
ENSG00000257101.1	0	0	0	0	0	0	0	0	0	0	1.95	0
ENSG00000257103.7	32.99	46.78	39.57	29.14	30.69	17.35	27.77	28.33	23.07	31.43	94.69	34.06
ENSG00000257105.1	1	0	0.77	0	0.7	0	0	0	0	0	0.88	0
ENSG00000257122.4	2	1.9	2.5	2.27	0.93	0.27	0.8	1.53	0.75	0.91	1.08	2.27
ENSG00000257135.4	0.33	0.1	0.38	0.61	1.02	0	0	0.84	0.11	0.09	0.38	0.15
ENSG00000257146.1	1.14	0	0.85	0	3.69	0	0	0	1.27	0	6.21	1.18
ENSG00000257151.1	3.96	3.72	2.86	3.33	4.63	1.16	0.82	4.92	0.86	2.67	4.93	3.77
ENSG00000257159.1	0	0	0.1	0.18	0	0	1.22	0	0	0	0	0
ENSG00000257167.2	3.19	1.41	1.64	0.79	2.29	1.13	0.97	1.24	0.99	1.49	1.69	1.19
ENSG00000257169.1	1.37	0.66	1.84	0.44	1.19	0	0.61	0	0	1.61	0	0.71
ENSG00000257176.2	2.75	3.93	3.39	3.53	5.76	1.52	1.02	6.2	2.32	3.54	6.91	3.27
ENSG00000257181.1	9.02	5.46	8.65	11.28	10.77	0	3.15	0.72	1.87	6.12	1.75	9.91
ENSG00000257195.1	0	0.68	1.19	0.64	0.27	0.25	0.29	0.61	0.08	0.18	1.47	1.23
ENSG00000257207.5	0.87	0.79	0.19	0	0.39	0	0.49	0.31	0	0	0.31	1.14
ENSG00000257218.4	19.88	17.11	12.9	11.96	23.23	8.46	7.45	16.16	6.95	10.54	27.41	15.28
ENSG00000257220.1	0	1.41	0.1	0.33	0	0.82	0.45	0	0	0	0	0
ENSG00000257221.1	32.59	26.68	17.55	25.51	28.32	6.54	4.98	2.32	8.25	10.46	8.89	14.29
ENSG00000257226.1	2.99	2.32	2.46	1.74	5.04	1.32	0.34	0.76	0.39	2.19	1.92	3.88
ENSG00000257242.5	2.27	2.28	2.42	1.79	1.78	1.04	0.37	0	0.33	1.18	0.79	1.7
ENSG00000257246.1	0.63	0.2	0.49	0.28	0.12	0.34	0.19	0.41	0.11	0.24	2	1.52
ENSG00000257252.4	0	0	0	0	0	2.09	1.69	0	0	0	0	0.2
ENSG00000257261.4	10.38	12.75	5.58	1.76	9.8	2.94	1.19	3.58	13.15	5.17	9.21	4.89
ENSG00000257267.2	3.35	5.58	3.23	4.71	6.1	7.43	5.41	7.16	5.29	3.94	4.73	3.8
ENSG00000257270.1	0.54	0.71	0.52	3.93	0.31	0.15	2.08	0	0	0	0	0
ENSG00000257275.5	0.36	0.99	0.54	0.15	0.37	0.07	0.2	0.59	0.24	1.1	0.45	0.25
ENSG00000257277.1	11.97	16.68	12.28	21.03	13.58	2.1	1.66	2.73	3.69	8.24	14.44	18.27
ENSG00000257279.1	1.18	1.49	0.89	1.83	2.95	0.3	0.23	0.31	0.54	0.85	1.93	0.82
ENSG00000257283.1	0	0	0	0	0	0	0	0	0	0	4.06	0
ENSG00000257284.1	12.33	10	9.27	11.35	13.68	6.43	2.02	1.19	3.27	9.22	11.84	9.56
ENSG00000257285.4	2.57	3.77	4.09	5.23	3.95	10.45	10.23	2.38	9.58	10.72	5.47	5.52
ENSG00000257289.1	0	0	0	0	0	0	0	0	2.02	0	0	0
ENSG00000257294.2	0.64	1.09	0.18	0.6	0.91	0	0.13	0	0.22	0.17	1.17	0.23
ENSG00000257303.1	0	1.6	0	0	1.96	0	0	0	0	0	0.68	0.51
ENSG00000257315.1	31.97	23.59	18.1	21.23	26.07	24.9	27.88	22.25	20.53	21.09	14.01	27.27
ENSG00000257322.4	1.59	0.23	0.2	0	0.15	0.43	0.23	0	0.35	0	0.33	0.59
ENSG00000257335.7	50.23	43.38	47.55	38.05	29.61	26.27	20.34	12.7	26.49	21.02	21.6	57.45
ENSG00000257337.5	2.28	2.02	0.98	3.61	1.92	1.48	0.74	0.89	0.52	2.83	7.94	1.93
ENSG00000257341.4	0.1	0.17	1.75	1.72	0.13	0	0.14	0	0	4.46	1.61	0.85
ENSG00000257342.1	27.11	22.43	34.96	13.63	24.48	17.2	24.82	35.93	18.01	24.56	40.45	8.5
ENSG00000257345.2	2.09	0.08	0.19	0	0	0.26	0	0	0.37	0	0	0.17
ENSG00000257354.2	0.92	1.58	1.84	2.74	2.44	1.64	0.73	0.92	0.78	1.07	2.19	2
ENSG00000257365.6	8.71	9.51	10.96	8.25	6.87	6.45	5.85	6.69	5.32	7.57	11.33	4.58
ENSG00000257376.1	1.31	2.18	1.09	0.14	0.95	0.65	0.38	0	0.3	0.52	1.04	1.78
ENSG00000257379.1	1.37	2	1.05	0.34	0.42	0	0.84	0	0.23	0.74	4.93	0.96
ENSG00000257386.1	15.29	22.1	23.06	17.02	11.99	15.33	1.14	10.41	8.27	16.78	12.29	19.17
ENSG00000257390.4	12.6	15.38	7.39	4.68	7.42	8.18	3.09	6.7	5.94	3.07	29.13	7.82
ENSG00000257411.1	73.58	88.04	65.95	72.04	109.74	62.72	89.6	87.48	57.79	73.86	80.71	92.37
ENSG00000257433.4	21.02	3.93	26.26	20.22	17.46	32.3	35.36	12.65	26.33	37.38	20.77	18
ENSG00000257453.1	0.08	0	0.31	1.52	0	0	0	0	0.58	0.07	0	0
ENSG00000257474.4	1.18	0.76	0.2	0.13	0.5	0	0	0	0.16	0	1.16	0.17
ENSG00000257475.2	2.54	1.19	0.96	0.47	0.27	0.61	0	0.1	0.92	1.74	3.29	0.44
ENSG00000257489.5	1.02	1.26	1.75	2.45	2.17	0	0.21	2.15	0.2	0.55	5.03	1.91
ENSG00000257496.1	0.65	0.31	1.25	0.43	1.33	0.56	0	1.94	0.66	2.27	1.19	0.84
ENSG00000257497.2	12.41	22.17	14.35	18.75	20.42	8.69	5.84	11.28	9.4	9.3	23.78	13.86
ENSG00000257509.1	1.61	3.92	0.55	2.85	1.47	0	0	0	0	0	4.19	1.3
ENSG00000257511.1	3.07	2.95	2.88	1.06	3.96	1.13	0.91	1.64	0.5	2.83	1.48	2.6
ENSG00000257515.1	2.79	3.98	2.52	0	2	3.71	1.69	2.47	0.64	2.18	4.79	2.58
ENSG00000257524.4	1.5	3.06	0.33	2.67	2.96	0	1.38	6.49	0.7	1.63	0.71	1.4
ENSG00000257550.1	0	0.21	0.12	1.2	0	0	0	0	0	0	0.21	0
ENSG00000257553.1	2.43	2.58	1.03	1.08	4.29	0.97	1.93	1.09	1.38	1.26	4.47	2.83
ENSG00000257557.2	0.04	0.28	0.25	0.4	0.38	0.51	0.54	1.12	0.25	0.36	0.2	0.14
ENSG00000257591.4	2.49	0.96	1.72	1.8	0.75	0	0.28	0.39	0.87	0.39	2.18	1.33
ENSG00000257594.3	7.68	6.49	5.99	5.84	6.13	7.89	4.41	3.77	5.45	4.87	6.1	7.22
ENSG00000257595.2	1.07	1.05	0	0	0	0	0	0	0	0	2.3	7.03
ENSG00000257596.1	1.3	0.2	0.92	1.46	1.02	0.35	0.59	0.84	0.44	1.52	3.67	0.22
ENSG00000257599.1	0.44	0	2.05	0.14	3.2	0.43	0	0.29	0.11	1.45	0	0.13
ENSG00000257605.2	1.56	0.62	0.3	1.92	0.34	0.87	0.71	1.54	0.53	1.22	0.78	0.54
ENSG00000257607.1	5.42	22.12	18.02	16.59	4.74	21.5	24.27	23.9	25.38	11.95	5.17	55.51
ENSG00000257613.1	0.68	1.67	1.05	1.46	0.16	1.37	0.49	4.29	0.14	0.64	2.4	1.27
ENSG00000257621.6	107.22	104.55	79.11	87.71	101.53	68.45	55.19	69.69	59.88	72.85	150.51	102.71
ENSG00000257640.1	6.74	6.08	6.11	13.04	4.06	2.04	1.05	0	2.6	3.61	4.8	7.59
ENSG00000257642.1	0.35	0.33	0.39	0	0.39	1.07	0	0	0	0	1.07	0.87
ENSG00000257643.1	0	1.64	0.96	0	0	0	0	0	0	0	3.03	0.87
ENSG00000257647.1	0	0	0.81	0	0.61	0	0	1.11	0	0	0	0.54
ENSG00000257658.1	0	0.24	0.92	1.72	0	0	0	0	0.77	0	0.13	0.18
ENSG00000257663.1	3.12	2.42	3.89	4.84	3.82	3.89	4	7.56	3.63	4.92	3.34	2.34
ENSG00000257666.1	0	1.05	0	0	1.72	0	0	0	0.19	0	0.27	1.33
ENSG00000257691.2	5.26	1.3	1	1.65	0.74	0	0	0	0.73	0	1.86	4.06
ENSG00000257698.1	11	10.25	12.22	10.83	5.38	10.06	1.45	7.82	10.44	5.66	13.15	3.72
ENSG00000257702.3	0.72	0.74	0.54	0.38	0.2	0.42	0.83	2.72	0.34	0.48	0.67	0.14
ENSG00000257704.3	0.6	0.66	1.27	0.66	0.64	0.68	1.58	0.82	0.49	2.15	2.09	0.23
ENSG00000257715.1	1.78	1.81	2.67	1.54	1.5	2.97	1.63	3.51	2.85	2.4	0.75	1.46
ENSG00000257718.1	0	6.03	0.14	0	0.21	0.63	0	0	0	0	0.26	0.37
ENSG00000257727.4	26.62	30.06	20.82	17.91	39.7	12.19	13.66	25.23	12.65	18.42	32.61	17.77
ENSG00000257740.1	1.22	1.21	0.83	0.28	1.51	0	0.91	4.21	0.53	0	0.85	0.52
ENSG00000257743.7	2.16	2.14	2.9	2.62	1.43	1.4	3.16	0.91	2.78	2	2.28	3.56
ENSG00000257746.1	0	2.12	0.15	0	0	0	0	0	0.2	0	0	0
ENSG00000257752.1	10.26	1.31	1.07	0.93	0.68	0	0.42	2.25	0	0.54	5.95	0.36
ENSG00000257759.2	0	0.59	0.19	0.2	1.19	0	0	0	0	1.09	0.69	0.42
ENSG00000257764.2	3.22	4.08	2.37	9.59	15.84	160.38	22.33	31.38	28.9	101.24	18.08	3.53
ENSG00000257767.2	0	0	0	0	0	0	0	0	0	0	5.01	0
ENSG00000257769.1	0.36	0.51	0.14	0	0.21	0	0	0	0.18	0.42	3.66	0
ENSG00000257771.4	1.29	1.82	0.88	0.43	1.69	0.08	0.51	0	0.29	0.34	1.38	0.44
ENSG00000257802.1	0.91	2.15	1.07	1.01	1.01	0.36	1.04	0.22	0.51	0.8	2.62	1.13
ENSG00000257815.4	22.1	24.9	17.2	14.52	22.36	14.13	13.67	33.4	7.74	12.26	16.28	17.03
ENSG00000257818.1	4.77	3.21	2.31	0.88	1.75	0.61	0.23	1.23	0.52	1.81	0.95	2.82
ENSG00000257847.1	0	0	0	1.01	0	0	0	0	0.9	0	0	0.83
ENSG00000257869.1	0.4	0.67	0.16	0.27	1.3	0.52	0.38	0	0.28	0.56	0.4	0.43
ENSG00000257875.1	9.68	9.84	5.45	7.48	17.46	0.72	5.11	2.47	3.56	2.84	14.77	6.89
ENSG00000257878.1	39.9	20.5	27.99	30.67	22.53	29.66	15.51	3.77	28.45	15.27	19.83	23.29
ENSG00000257880.1	1.07	1.02	0.33	0.57	0.25	0	0	0.88	0.45	1	1.25	1.77
ENSG00000257894.2	19.32	19.42	15.87	17.75	19.23	10.25	8.7	8.31	9.49	10.58	20.51	18.41
ENSG00000257896.1	0.61	1.31	1.57	5.1	4.48	1.04	0.28	0	0.57	3.14	4.68	2.86
ENSG00000257900.2	0.39	0	0	0	0	0	0	0	0.2	0	1.17	0.33
ENSG00000257907.2	0.67	0.9	0.41	0.43	2.08	0.83	0.57	0.81	0.26	0.25	0.63	0.39
ENSG00000257913.2	2.26	1.92	2.79	1.09	4.78	1.61	2.1	2.33	1.5	2.49	6.61	2.36
ENSG00000257923.8	70.8	48.2	54.52	48.68	29.44	43.23	37.44	45.39	34.12	46.2	48.84	64.38
ENSG00000257925.1	4.64	2.62	2.34	2.02	5.76	0.42	0.46	1.97	0.89	1.47	3.7	1.83
ENSG00000257941.1	6.53	2.47	1.61	1.44	4.03	0.35	0	0	0.57	3.21	4.33	2.67
ENSG00000257947.1	0.96	0.56	0.13	0.22	1.12	0	0	0	0	0.37	0.93	0
ENSG00000257949.5	0	0.14	1.27	1.12	0.24	1.2	0.71	2.33	0.69	0.34	0.76	1.24
ENSG00000257950.3	1.24	2.89	1.62	0.95	1.86	0.74	0.67	0.61	1.02	1.09	2.26	0.85
ENSG00000257953.1	1.42	2.97	2.76	3.05	1.84	2.4	0	0	1.02	0	8.16	1.48
ENSG00000257956.1	0.98	0.95	0	1.27	0	0	0	0	0	0	0	0.34
ENSG00000257957.1	0.87	2.31	2.43	3.21	2.36	1.76	1.4	1.17	0.56	0.96	1.9	0.91
ENSG00000257964.1	2.37	1.35	1.72	1.06	1.86	0	0	0	0.49	1.11	5.58	0.98
ENSG00000257966.1	0.83	0.71	0.94	1.15	1	0.13	0.09	0.38	0.36	0.78	1.82	0.73
ENSG00000257979.1	2.01	0	2.99	0	2.07	0	0	0	2.23	0	0	0
ENSG00000257995.1	0	0	0	2.11	0	0	0	0	0	0	0	0
ENSG00000258012.1	0.34	0.86	1.43	0.55	0.82	0.36	0.52	0	0.17	0.67	1.87	0.96
ENSG00000258017.1	496.66	446.88	258.18	290.29	795.51	309.12	429.92	318.43	287.8	460.13	338.18	256.16
ENSG00000258034.1	8.77	15.5	5.26	10.33	4.31	8.19	4.38	1.09	3.94	5.93	17.71	8.65
ENSG00000258035.1	8	4.16	4.92	12.53	4.53	0	3.2	0	4.22	2.52	3.1	7.35
ENSG00000258044.1	3.98	0.94	2.51	4.85	2.64	2.48	1.13	5.37	2.53	1.46	2.93	3.36
ENSG00000258045.2	1.76	1.73	1.3	0.81	1.9	4.48	0	0	0	4.1	1.2	0
ENSG00000258056.2	0.32	0.26	0.68	0.69	1.41	1.14	2.59	1.22	0.55	0.86	0.54	0.33
ENSG00000258057.4	2.05	1.16	0.78	1.73	1.49	0.49	0.52	1.88	0.67	0.63	1.7	0.54
ENSG00000258081.3	0.28	1.05	0.62	0.67	0	0.77	0.39	0	0.75	0	0.26	0.26
ENSG00000258082.1	11.33	4.63	5.83	4.59	7.37	3.74	1.3	1.38	2.15	1.67	5.14	6.77
ENSG00000258083.1	0	0.18	0	2.09	0	0	0.35	0	0.13	0	0	0
ENSG00000258090.1	0.22	0.21	0.09	0	0.52	1.09	0	0	0	0.26	0	0.11
ENSG00000258101.2	1.55	0.3	0.96	0.75	0.97	0.99	0.5	2.59	1.18	0.85	1.69	0.9
ENSG00000258102.2	2.76	4.19	3.13	2.73	0.51	1.84	0	0	0.54	1.74	6.36	1.97
ENSG00000258111.1	0.28	1.65	4.81	0	0.33	1.09	1.03	0	0.3	0.67	6.21	0.88
ENSG00000258116.1	2.79	0	4.97	2.27	0	1.55	0	20.25	0.67	2.52	9.42	0.67
ENSG00000258123.1	3.64	2.72	3.93	3.93	3.57	0.83	1.98	0.91	1.81	2.24	4.39	3.22
ENSG00000258130.6	1.7	3.72	1.15	0.03	0.8	0.06	0.37	0.62	0.35	0.09	1.36	1.99
ENSG00000258136.1	0.74	1.64	1.24	1.94	4.48	0.24	1.49	1.51	0.65	1.99	3.48	2.8
ENSG00000258153.1	0	0.56	0	0	0	0	1	0	0	0	0	0
ENSG00000258159.1	0	0	0	0	0	0	1.1	0	0.21	2.85	0	0.21
ENSG00000258168.4	0.97	0.03	1.35	0.22	0.2	0.06	0	0.08	0.02	0.09	0.45	0.6
ENSG00000258169.1	1.96	1.56	1.32	2.29	1.62	0.35	0.54	0.71	0.45	1.02	2.63	1.88
ENSG00000258170.1	1.36	0.45	0.7	0	0.79	0	0	0	0.25	0	0.31	0.3
ENSG00000258172.1	5.85	0.77	2.8	1.07	0.94	1.44	0	0	0.21	0	2.07	1.67
ENSG00000258177.1	0.4	1.64	1.34	0.26	3.25	1.31	0.33	1.59	0	0.88	1.96	1.57
ENSG00000258181.1	0	0.77	2.7	3.86	1.72	0	0.84	0	0.52	2.96	7.73	10.34
ENSG00000258186.2	0.68	4.1	0	0	0	0	0	0	0.01	0	0	0
ENSG00000258199.1	0.89	1.14	2.51	1.16	1.38	0	0	1.26	0	1.39	3.45	1.22
ENSG00000258210.1	0.64	1.14	1.9	1.65	2.2	0.77	1.29	0.59	0.58	0.59	1.13	1.38
ENSG00000258215.1	2.15	0.79	5.64	5.52	1.55	0.57	0.3	0	0.85	2.33	4.86	4.12
ENSG00000258227.5	2.81	1.84	6.6	3.65	3.62	17.44	11.32	6.39	14.88	13.99	1.19	2.43
ENSG00000258230.2	0.64	0.45	1.41	1.43	0.19	0	0	0	0.16	0.37	7.25	1.16
ENSG00000258256.1	1.06	1.23	0.29	0.01	2.08	0.32	0.63	0	0.09	0.47	1.19	0.78
ENSG00000258268.1	1.69	0.86	0.88	1.83	0.93	0	0.21	0.88	0	0.26	1.5	1.41
ENSG00000258274.1	1.99	1.16	1.32	2.86	5.17	0.13	0	0	1	0.48	4.54	1.69
ENSG00000258284.1	0	0	21.08	17.08	0	0	0	0	0	0	0	0
ENSG00000258289.6	40.23	35.66	25.41	32.8	29.96	34.55	25.44	27.74	22.77	22.23	48.68	29.93
ENSG00000258297.1	12.35	11.59	7.01	8.53	15.61	5.06	5.21	17.13	5.31	6.19	20.14	8.99
ENSG00000258301.3	0.14	1.11	0.3	0	1.61	0.58	0	0.39	0.17	0.3	0.89	0.43
ENSG00000258302.2	15.22	9.11	12.02	16.48	15.01	6.16	0.89	5.69	3.7	8.9	12.85	13.24
ENSG00000258303.1	0	1.04	0.31	0.13	0.71	0	0	0	0.1	0.47	0.54	0
ENSG00000258311.4	3.14	4.94	3.37	1.55	2.92	3.53	3.23	2.88	2.68	4.98	3.41	3.44
ENSG00000258315.4	35.42	36.68	24.79	14.04	41.33	24.38	23.41	57.02	20.83	35.92	45.25	27.78
ENSG00000258316.1	1.73	0.93	1.2	0.76	0.15	0.39	0.11	0	0.43	0.58	0.82	0.58
ENSG00000258317.1	1.3	1.75	1.42	2.34	4.2	0.56	0.74	1.34	1.77	2.66	0.87	1.18
ENSG00000258323.1	0.15	1.12	0.23	0.99	0.87	0	0.27	0	0.15	0.35	1.08	0
ENSG00000258325.2	3.97	3.11	1.57	2.05	3.29	0	0	2.41	0.98	2.04	3.12	1.32
ENSG00000258337.1	0.2	0.58	0.47	1.87	0.71	0	0	0.82	0.21	0.95	2.36	0.21
ENSG00000258344.1	1.12	0.3	0.86	1.06	0.37	0	0.29	0.64	0.16	0.75	2.34	2.15
ENSG00000258345.1	0	1.24	0	0	0	0	0	0	0.23	0	0	0.35
ENSG00000258352.1	9.12	14.81	10.42	5.73	20.89	2.28	2.1	3.25	2.29	9.38	10.6	7.45
ENSG00000258359.1	1.14	5.61	1.17	3.02	0	1.34	12.36	0	1.37	0.89	0.56	3.34
ENSG00000258365.1	6.66	6.61	6.29	5.32	5.4	2.11	1.94	0	2.38	2.99	10.07	8.14
ENSG00000258366.6	0.86	1.89	3.82	2.32	0.66	0.85	1.25	0.67	0.94	1.63	1.33	2.04
ENSG00000258368.1	0	0	0.23	0	1.39	0	0	0	0	0	0	0.31
ENSG00000258373.1	0	1.2	0.46	1.26	0.6	0	0.15	0.33	0.09	0	0.25	0.7
ENSG00000258376.2	0.95	0.65	0.64	0.06	1.34	0.18	0.07	0.74	0.02	0.24	0.6	0.66
ENSG00000258377.1	8.76	11.46	7.59	6.5	15.14	8.93	9.94	10.32	7.36	13.33	9.96	11.36
ENSG00000258379.1	0.35	0.17	0.13	0.69	1.62	0	0.31	0	0	0.41	0.25	0.36
ENSG00000258380.1	0	0	0	0	1.49	0	0	0	0	0	0	0
ENSG00000258388.6	0.22	3.18	0.5	0.3	0.36	0.12	0.42	1.4	0.14	0.32	0.92	0.2
ENSG00000258400.1	1.43	0.61	0.49	3.4	1.12	0.55	0.29	0	0.82	1.49	0.93	0.83
ENSG00000258405.8	2.27	2.46	1.14	0.32	0.73	1.88	0.85	1.21	0.21	0.47	3.57	2.34
ENSG00000258422.4	2.22	3.02	1.68	2.27	1.52	0	1.4	0	0.48	2.99	4.81	1.83
ENSG00000258423.1	0	1.67	0.05	0.28	0	0	0	0	0	0	0	0
ENSG00000258424.1	0	3	2.31	2.3	2.06	0	0	0	0.67	0	0	1.88
ENSG00000258428.4	1.22	1.48	0.7	0	1.06	0	0.55	0	0	0	2.22	1.26
ENSG00000258430.1	13.76	9.67	10.37	11.75	6.52	5.83	3.82	5.76	5.44	6.14	0	5.9
ENSG00000258435.1	0	0	0.52	0	1.51	0	0	0	0.64	0	0	0.17
ENSG00000258439.1	2.06	0.82	1.73	2.97	1.21	0.6	0.31	0	0.18	0.4	2.52	1.25
ENSG00000258441.1	14.64	10.24	9.4	9.6	8.7	6.5	4.93	5.02	4.96	8.93	18.76	10.04
ENSG00000258443.1	0.16	0.51	0.18	0.11	0.09	0	0	3.3	0	0	0.23	0.49
ENSG00000258448.1	0.57	0.36	0	0.75	2.66	0	0	0	0	0	3.06	0.2
ENSG00000258461.4	3.04	2.28	1.94	0.99	1.43	0.86	1.32	0.45	0.64	2.35	3.85	2.24
ENSG00000258469.1	0.9	2.58	0.7	0	1.59	0	0.27	0.6	0.31	0.35	0.22	1.41
ENSG00000258472.7	11.56	15.78	12.43	10.22	12.13	5.48	3.83	4.54	4.56	8.27	20.93	8.9
ENSG00000258473.1	0	0.42	0	0.29	0	0	0	0	0	0	1.29	0
ENSG00000258476.4	3.53	1.2	2.88	1.34	1.63	1.86	1.84	0.21	0.64	0.71	5.53	3.2
ENSG00000258477.1	0.79	1.13	0.77	0.79	1.39	0.7	0.36	0.8	0.21	2.11	2.32	0
ENSG00000258484.3	0.32	0.39	0.04	0.55	1.08	1.45	0	0	0.32	0	0.2	0.23
ENSG00000258486.3	13954.45	23419.92	16434.07	17589.29	13415.23	12119.57	11682.16	19508.28	22282.44	16168.27	6550.16	15122.83
ENSG00000258500.2	0	0	0	1.9	0	0	0	0	0	0	0	0
ENSG00000258504.2	0	0.75	0.16	0.08	2.25	0	0.55	0	0.86	1.28	0.34	0
ENSG00000258510.2	1	0.77	1.24	0.27	1.41	0	1.46	0.82	0	0	2.06	1.87
ENSG00000258511.1	1.74	2.7	1.6	3.15	2.82	0	0.63	1.52	1.5	1.64	1.51	1.44
ENSG00000258513.1	0	1.38	0	0	0	0	0	0	0	0	5.53	0
ENSG00000258515.1	0	0.65	0	0.56	1.39	0.77	0.39	0	0.44	0	0.36	0.44
ENSG00000258521.1	2.5	1.9	0.52	1.33	1.56	6.33	3.62	2.67	4.97	8.2	3.18	1.04
ENSG00000258525.1	0.64	0.94	0.21	0.35	0.21	0.6	0.19	0.48	0.18	0.44	0.55	1.02
ENSG00000258527.1	0.29	0.46	0.23	1.84	0.23	0.63	0	0	0.59	0.68	0.57	0.61
ENSG00000258529.4	0	0	0	0.21	0	1.07	0.16	0	0	0	0	0.06
ENSG00000258531.2	8.23	5.47	8.27	13.62	1	14.55	0	0	1.02	2.18	16.48	5.66
ENSG00000258535.1	0.09	1	0.26	0.19	0.19	0.09	0.05	0.07	0.06	0.27	0.26	0.15
ENSG00000258539.1	1.61	1.2	1.64	0.82	1.15	0.34	0.2	0.31	0.24	0.85	3.59	0.99
ENSG00000258545.4	3.18	2.04	2.33	1.47	5.19	0.73	0.55	0.69	0.44	1.14	2.32	1.59
ENSG00000258546.1	7.54	2.34	4.74	4.98	4.94	1.64	0.63	1.55	1.85	1.49	5.41	3.2
ENSG00000258559.2	0.34	0.95	1.63	0.38	3.23	0.49	0.37	1.11	0	0.38	3.33	1.31
ENSG00000258561.1	0	1.39	0	0	0	0	1.22	0	0	0	0	0
ENSG00000258565.1	0.31	0.69	0.53	0.67	0.15	0	0.22	0.94	0.25	0.29	0.73	1.28
ENSG00000258568.1	5.81	2.63	1.94	1.01	1.89	0	1.16	1.93	0.24	1.26	0.3	0.68
ENSG00000258571.1	1.6	5.07	1.84	3.09	0	3.36	0	0	0.87	0.94	0.58	0.83
ENSG00000258572.1	0.14	1.36	0.23	0.49	0.26	0.46	1.19	0.28	0	0.51	0.21	0.98
ENSG00000258581.2	0	1.29	0.99	0.82	0	0	10.29	0	5.07	7.73	3.69	3.35
ENSG00000258592.1	4.33	4.94	5.4	5.16	4.2	1.4	2.23	3.85	2.17	7.4	4.47	3.54
ENSG00000258605.1	0	0	0	0	0	0	0	4.32	0.94	0	0	0
