id	sample_12_SRR988499_PE	sample_10_SRR988501_PE	sample_8_SRR988503_PE	sample_6_SRR988505_PE	sample_4_SRR988507_PE	sample_11_SRR988500_PE	sample_9_SRR988502_PE	sample_7_SRR988504_PE	sample_5_SRR988506_PE	sample_3_SRR988508_PE	sample_2_SRR988509_PE	sample_1_SRR988510_PE
Group	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Unchallenged control	Unchallenged control
ENSG00000119689.13	12.07	11.83	10.83	9.1	14.26	11.58	4.87	19.15	4.62	8.01	20.3	8.4
ENSG00000119699.6	2.35	1.13	6.45	1.08	1.58	0.97	0.43	0.18	0.63	1.78	3.47	1.32
ENSG00000119703.13	0.25	0.26	0.22	0.32	0.26	0.31	0.69	0	0.27	0.39	1.1	0.3
ENSG00000119705.8	17.91	19.72	8.1	13.33	18.66	7.43	7.56	9.35	8.37	10.64	15.18	10.88
ENSG00000119707.12	115.42	62.22	75.61	85.31	130.98	57.31	32.73	69.91	39.81	59.1	96.21	85.3
ENSG00000119711.11	5.17	5.88	3.85	4.01	4.85	1.82	2.8	3.54	1.85	3.07	8.68	4.58
ENSG00000119714.9	11.71	11.66	10.57	9.31	10.79	2.66	2.14	7.59	6.47	7.48	16.17	8.56
ENSG00000119718.9	3.2	9.4	4.14	4.17	12.38	3.4	6.19	8.78	4.8	7.97	11.44	7.69
ENSG00000119720.16	8.89	7.04	3.52	3.65	6.3	2.34	1.72	2.39	4.05	4.83	7.89	3.3
ENSG00000119723.14	7.24	9.88	7.91	7.64	6.56	3.62	4.97	13.1	2.67	5.47	10.87	4.39
ENSG00000119725.16	25.94	25.18	18.2	13.95	25.08	24.01	14.83	21.13	20.22	17.94	26.8	26.01
ENSG00000119729.9	51.59	28.27	30.81	28.13	29.94	46.99	47.22	37.17	34.91	42.1	39.4	43.1
ENSG00000119737.5	6.11	2.92	3.29	2.84	3.2	0.64	0.54	1.34	1.7	1.6	6.03	2.75
ENSG00000119760.14	6.68	9.08	5.2	4.76	14.24	3.24	3.72	4.55	4.87	6.56	24.31	8.49
ENSG00000119771.13	1.4	3.09	1.25	1.44	1.56	0.91	0.61	0.58	0.2	1.02	2.38	0.69
ENSG00000119772.15	6.13	6.87	7.98	7.83	5.15	4.42	5.47	3.26	2.22	6.43	8.97	5.59
ENSG00000119777.17	11.45	17.79	12.5	7.56	18.6	4.2	5.83	9.63	4.86	8.55	17.34	10.04
ENSG00000119778.13	59.05	40.77	36.11	31.25	43.29	19.79	18.53	26.69	15.61	23.86	35.56	45.09
ENSG00000119782.12	4.01	7.68	3.25	6.02	2.79	8.06	11.45	7.77	8.12	4.57	4.38	2.55
ENSG00000119787.12	15.11	17.43	11.83	11.36	21.65	8.01	6.48	11.02	8.19	6.54	13.77	13.25
ENSG00000119801.11	59.39	53.89	56.68	61.97	55.8	94.82	54.16	48.62	60.98	49.4	48.16	45.19
ENSG00000119812.17	4.78	4.21	2.27	7.17	8.49	2.99	2	4.44	1.8	3.97	7.73	4.42
ENSG00000119820.9	16.7	9.72	19.86	17.62	18.72	32.58	27.02	17.25	22.83	17.81	21.13	23.17
ENSG00000119844.13	175.53	94.34	82.1	110.06	184.06	131.63	73.41	114.21	80	90.53	175.64	135.42
ENSG00000119862.11	5.86	7.14	9.68	9.92	16.23	6.68	4.2	3.3	7.71	9.77	9.01	8.43
ENSG00000119865.7	0.89	0.91	0.38	0.61	1.2	0.41	0.64	0.17	0.3	0.1	0.24	1.05
ENSG00000119866.19	7.43	11.28	8.83	6.92	5.56	5.39	2.45	10.52	3.62	6.07	14.43	4.59
ENSG00000119878.5	14.74	12.55	12	12.96	18.51	18.2	14.28	8.91	9.63	9.18	18.72	12.89
ENSG00000119899.12	8.34	9.39	7.11	7.32	6.15	3.43	4.53	5.21	4.45	7.22	6.3	9.22
ENSG00000119900.7	139.01	92.06	94.2	97.69	101.18	72.19	46.92	69.57	53.33	57.34	90.64	100.83
ENSG00000119906.10	19.37	26.56	20.56	20.77	29.14	10.08	13.06	17.18	11.56	20.82	27.76	25.13
ENSG00000119912.14	10.74	5.89	6.68	6.94	11.96	3.5	4.92	7.99	4.68	5.57	12.35	8.75
ENSG00000119917.12	43.62	98.22	37.16	26.71	53.99	589.79	658.65	343.71	359.35	418	72.88	67.55
ENSG00000119922.8	58.45	63.25	42.43	37.22	52.25	547.98	453.25	213.21	239.86	295.75	55.34	68.1
ENSG00000119927.12	2.82	3.36	1.47	2.28	4.02	1.07	0.89	1.94	0.81	1.95	4.88	2.51
ENSG00000119929.11	12.08	12.52	8.71	8.5	17.72	10.64	4.92	12.83	8.72	8.01	11.11	15.03
ENSG00000119943.9	12.67	6.9	4.41	3.67	12.22	3.04	4.78	6.22	1.66	3.92	6.14	5.95
ENSG00000119950.19	100.21	118.89	71.41	101.85	60.8	87.54	153.42	77.7	129.07	90.61	75.7	254.82
ENSG00000119953.11	25.1	19.9	51.78	38.3	23.27	53.01	50.42	19.12	39.31	51.67	28.43	17.96
ENSG00000119965.11	4.49	3.77	3.72	3.07	6.68	3.64	4.06	2.99	2.71	3.13	9.45	3.94
ENSG00000119969.13	1.47	5.78	3.77	7.55	13.14	2.12	1.33	2.83	4.65	5.63	4.65	3.19
ENSG00000119977.19	5.99	3.19	6.65	5.38	4.82	2.61	2.43	4.65	2.85	5.95	6.79	5.79
ENSG00000119979.14	55.7	40.03	37.26	33.95	34.06	51.69	26.54	32.13	32.7	29.1	59.14	55.44
ENSG00000119986.6	1.41	0.17	1.38	0	0.65	0.14	0.5	0.69	0.18	0.11	0.67	0.47
ENSG00000120008.14	71.77	53.56	37.29	27.26	56.67	20.1	16.22	35.82	23.94	34.24	107.14	52.78
ENSG00000120029.11	2.99	3.41	4.79	3.36	6.87	4.89	4.54	4.26	3.07	4.32	7.58	3.53
ENSG00000120049.17	0.68	1.83	0.33	1.73	0.6	0.2	0.6	2.26	0.33	1.3	7.45	0.87
ENSG00000120051.13	1.38	0.6	0.91	2.49	1.92	1.99	1.29	3.06	1.6	1.7	1.89	1.73
ENSG00000120053.10	1.01	2.53	3.46	1.39	2.53	2.32	0.77	5.98	1.8	3.27	5.15	1.59
ENSG00000120063.8	64.75	48.72	51	63.23	64.76	100.48	74.12	61.86	76.68	68.1	57.37	71.15
ENSG00000120071.11	62.04	67.97	36.77	40.51	71.17	28.34	15.64	12.32	20.62	52.79	72.89	27.28
ENSG00000120093.10	1.06	5.44	3.49	2.29	4.58	0.21	2.31	4.77	0.6	2.68	2.81	2.25
ENSG00000120129.5	103.64	89.33	148.23	101.16	83.35	114.14	146.98	53.61	83.36	70.07	72.09	99.95
ENSG00000120137.6	18.86	17.65	13.54	17.15	21.45	11.47	9.54	18.56	8.69	15.97	25.65	18.2
ENSG00000120156.19	0.21	1.32	0.02	0.29	0.15	0.05	0.2	0	0.13	0.1	0.11	0.04
ENSG00000120158.10	9.43	9.34	12.27	11.24	13.2	9.13	9.08	16.64	11.91	14.74	9.02	13.86
ENSG00000120159.10	8.53	7.47	5.07	5.57	8.72	6.19	5.01	8.8	4.61	7.1	9.47	8.9
ENSG00000120162.9	1.04	1.06	1.82	1.72	0.97	0.76	0.53	1.48	0.73	1.12	2.32	0.59
ENSG00000120210.6	1.58	1.2	0.76	0.37	0.7	1.25	2.4	3.06	1.09	2.3	1.02	1.3
ENSG00000120215.8	4.01	5.28	3.97	2.83	3.93	1.72	0.8	2.52	0.83	2.88	6.04	3.83
ENSG00000120217.12	7.63	16.29	10.9	10.66	14.2	345.06	373.38	185.46	227.56	280.61	12.46	43.32
ENSG00000120253.12	5.62	6.65	5.68	5.78	5.77	7.23	4.49	6.96	3.71	4.49	11.22	9.09
ENSG00000120254.14	0.4	0.3	0.71	1.16	0.23	0.17	1.23	0.07	0.55	0.63	1	0.3
ENSG00000120256.8	0.94	0.33	0.48	0.64	0.59	0.23	0.88	0.55	0.48	1.56	0.88	0.44
ENSG00000120262.9	3.11	2.07	0.81	2.61	0.4	3.48	1.46	1.2	1.28	2.91	2.9	3.84
ENSG00000120265.15	23.3	19.7	18.2	18.39	31.75	43.76	28.49	32.16	27.62	26.52	32.47	22.73
ENSG00000120278.13	2.02	1.13	0.89	0.77	1.06	0.42	0.4	0.49	0.35	1.1	1.37	0.37
ENSG00000120279.6	1.18	5.07	2.53	1.98	0.73	5	3.29	1.42	4.68	4.15	1.35	0.89
ENSG00000120280.5	17.43	15.94	10.62	15.47	17.04	66.85	52.04	31.99	34.21	23.95	12.95	20.72
ENSG00000120306.8	33.28	33.46	33.05	29.01	23.37	39.16	41.84	24.49	35.16	31.4	18.03	44.18
ENSG00000120314.17	4.67	5.6	5.72	3.82	4.4	3.64	2.7	4.54	2.52	4.97	8.49	4.11
ENSG00000120318.14	15.92	8.87	9.65	12.47	10.86	4.21	3.75	3.35	6.78	6.23	18.44	8.47
ENSG00000120329.6	0.14	0.13	0	0	0	0	0	0	0	0.11	2.64	0.24
ENSG00000120333.4	12.61	12.32	7.98	10.03	16.76	9.46	8.54	15.58	7.28	8.47	11.63	12.29
ENSG00000120334.14	3.95	3.92	3.5	3.32	5.5	3.36	2.37	1.36	2.41	2.83	4.46	4.7
ENSG00000120370.11	5.58	7.97	7.77	8.12	17.68	7.83	4.92	8.83	6.25	6.71	9.21	7.76
ENSG00000120437.8	6.46	1.98	2.74	4.87	6.91	1.93	1.98	4.1	3.42	3.97	5.64	2.92
ENSG00000120438.10	65.27	54.75	49.46	48.68	120.67	37.49	127.51	55.44	44.53	73.42	62.23	60.29
ENSG00000120440.12	0.02	0.03	0.12	0.79	1.01	0	0	1.71	0.12	0.5	0.36	0.32
ENSG00000120451.9	34.58	45.58	24.93	31.68	32.92	24.51	17.95	30.12	23.95	20.89	62.91	25.34
ENSG00000120458.8	11.09	10.64	7.84	7.55	11.72	2.64	2.68	7.06	2.77	6.25	8.74	9.15
ENSG00000120500.16	0.21	0.05	0	0.07	0	0.33	0	0	0	0	2.33	0.55
ENSG00000120509.9	17.4	13.92	14.11	14.47	13.39	12.56	15.53	17.6	15.49	17.85	13.6	12.93
ENSG00000120519.13	9.88	8.35	7.76	9.05	12.76	5.19	2.74	8.23	3.84	8.49	9.54	10.11
ENSG00000120526.9	3.05	4.86	2.03	2.08	2.42	2.43	4.68	3.05	3.11	2.91	4.2	1.91
ENSG00000120533.11	53.1	41.29	31.96	49.89	89.91	74.76	62.17	60.73	42.9	46.61	37.08	56.26
ENSG00000120539.13	10.55	8.18	2.8	7.19	10.13	10.8	9.93	8.45	12.1	10.93	6.96	5.07
ENSG00000120555.12	0.11	0.1	0	0.14	0	0	0.19	0	0	0	1.21	0.22
ENSG00000120594.15	29.14	27.76	39.46	29.27	24.71	24.57	28.54	24.75	24.28	30.46	34.6	37.68
ENSG00000120616.14	85.28	59.72	73.97	69.45	81.99	52.6	42.43	50.7	47.83	52.81	77.41	70.03
ENSG00000120645.10	0.16	1.01	0.01	0.4	0.32	0.07	0	0	0.12	0.43	0.88	0.07
ENSG00000120647.8	12	8.68	4.02	3.63	5.13	8.21	5.18	8.09	3.87	5.92	4.86	8.32
ENSG00000120656.10	21.8	14.58	15.8	12.76	19.61	20.11	13.2	14.71	15.5	19.11	13.87	16.51
ENSG00000120662.14	6.61	8.56	6.58	10.32	6.32	6.43	5.37	5.98	6	7.65	8.17	6.05
ENSG00000120675.5	12.22	13.1	11.16	7.77	17.05	10.73	13.66	19.91	8.51	12.76	10.28	5.34
ENSG00000120685.18	22.72	27.64	12.5	19.65	28.79	10.02	7.59	12.43	7.76	18.49	37.8	21.88
ENSG00000120686.10	24.24	22.89	15.06	18.64	36.36	28.21	25.09	28.47	17.06	18.76	20.36	28.38
ENSG00000120688.8	4.89	3.81	3.67	2.54	8.7	3.71	3.03	5.71	2.66	3.5	7.08	4.03
ENSG00000120690.12	57.74	42.43	34.93	35.17	53.59	45.56	30.23	28.21	34.75	46.78	73.89	49.97
ENSG00000120693.12	0.86	0.67	0.72	1.11	1.48	0.36	0.48	0.61	0.33	0.59	2.12	0.71
ENSG00000120694.18	31.47	28.87	28.52	27.09	47.31	18.05	367.92	27.44	28.85	37.9	26.36	22.94
ENSG00000120696.8	9.9	6.8	7.91	9.41	7	13.36	6.34	6.74	8.2	9.22	7.56	8.81
ENSG00000120697.7	3.84	6.67	6.05	7.27	11.63	8.59	5.24	7.77	6.46	10.91	10.28	7.01
ENSG00000120699.11	10.32	11.55	5.81	5.3	10	14.69	3.35	5.5	3.53	8.17	15.52	7.02
ENSG00000120705.11	50.51	42.53	27.31	28.17	40.02	27.22	29.7	34.2	18.89	17.44	24.58	40.84
ENSG00000120708.15	17.82	17.84	16.99	9.45	11.61	7.95	11.22	17.84	7.43	8.09	30.11	22.55
ENSG00000120709.9	49.7	48.95	40.24	38.35	32.08	20.41	13.31	20.82	21.51	23.79	30.3	42.67
ENSG00000120725.11	7.17	11.13	7.54	3.99	11.77	6.16	7.53	7.88	5.1	6.29	11.88	12.17
ENSG00000120727.11	29.02	31.9	31.31	32.59	30.74	51.22	47.73	32.54	34.96	34.03	50.46	26.98
ENSG00000120729.8	0.61	0.51	1.14	0.18	0.5	0.37	0.74	0	0.48	1.62	2.14	0.33
ENSG00000120733.12	84.43	61.11	60.03	57.6	62.98	30.06	18.58	35.82	29.04	36.8	84.45	71.99
ENSG00000120742.9	48.4	46.42	37.74	36.2	52.19	52.02	52.1	46.16	43.92	41.26	36.21	51.54
ENSG00000120756.11	0.17	0.09	0.68	0.18	0.77	0	0.35	2.28	0.13	0.66	0.41	0.34
ENSG00000120784.14	2.96	2.08	1.51	1.97	2.7	1.41	0.78	2.03	1.02	2.11	1.53	2.65
ENSG00000120798.15	9.88	13.9	8.79	9.79	21.32	6	8.56	13.53	7.05	10.5	16.36	7.36
ENSG00000120800.4	2.82	4.67	3.27	2.64	6.54	2.18	2.28	2.71	1.43	2.41	6.27	4.75
ENSG00000120802.12	71.53	96.86	52.84	45.63	93.83	46.88	42.52	63.81	37.68	54.41	56.09	86.78
ENSG00000120805.12	14.31	17.42	10.21	9.5	15.6	7.26	3.75	11.37	5.04	9.22	14.59	11.75
ENSG00000120820.11	0.23	0.58	0	0.93	1.01	0.13	0	0.16	0.34	0.69	0.34	0.45
ENSG00000120832.8	2.13	2.51	2.18	1.84	5.94	0.9	2.41	2.75	1.32	2.24	3.35	2.17
ENSG00000120833.12	5.01	5.27	4.45	4.85	8.83	2.6	2.95	4.39	1.65	2.75	4.57	4.41
ENSG00000120837.6	5.45	5.29	3.84	5.08	6.98	6.95	5.54	5.88	3.58	6.11	7.84	5.01
ENSG00000120860.9	12.43	21.13	9.53	13.86	15.17	10.15	10.32	15.54	8.42	14.45	14.65	12.24
ENSG00000120868.12	89.6	74.21	77.15	72.76	69.06	47.61	49.2	43.57	52.35	49.39	59.93	58.95
ENSG00000120885.18	85.74	54.85	112.85	170.55	68.63	98.93	53.68	121.1	123.55	103.59	74.2	111.26
ENSG00000120889.11	18.71	24.65	21.54	15.9	16.65	13.74	14.65	12.56	12.74	12.31	13.45	10.31
ENSG00000120896.12	2.23	2.34	5.04	1.47	1.84	1.63	2.5	0.47	0.28	3.15	4.42	3.89
ENSG00000120899.16	67.61	63.11	47.52	47.2	50.32	41.69	45.01	49.33	49.19	57.26	69.9	60.89
ENSG00000120903.9	1.41	2.4	1.97	3.62	5.86	0.84	1.65	3.24	0.94	5.06	7.34	2.91
ENSG00000120910.13	47.44	68.59	38.6	31.13	95.72	29.92	32.11	40.21	23.77	38.05	63.11	52.8
ENSG00000120913.22	40.12	64.96	49.83	43.97	19.54	20.23	28.86	29.35	25.86	26.47	40.76	40.69
ENSG00000120915.12	3.65	5.4	2.82	5.58	7.57	2.13	1.81	12.18	1.98	5.72	13.2	4.68
ENSG00000120925.12	5.26	7.29	6.76	3.94	4.65	6.85	5.56	4.97	3.46	6.64	8.5	9.76
ENSG00000120942.12	8.93	12.41	6.92	7.39	8.14	3.14	3.68	5.75	3.67	6.44	10.82	4.58
ENSG00000120948.14	58.85	53	62.7	77.83	71.09	66.95	62.58	58.27	36.9	81.03	145.67	46.25
ENSG00000120949.13	7.01	5.85	5.54	3.85	4.02	1	0.91	1.89	1.61	1.25	3.43	3.18
ENSG00000120963.10	14.59	17.27	13.2	13.01	25.89	6.5	11.9	13.38	8.13	14.7	37.87	11.47
ENSG00000120992.16	33.54	34.5	31.04	29.81	40.09	77.75	47.35	51.33	50.34	49.14	45.99	51.21
ENSG00000121022.12	18.87	16.79	13.62	13.15	21.57	18.64	17.35	30.2	18.75	13.71	17.49	14.83
ENSG00000121039.8	1.7	6.8	1.1	0.54	1.6	0.61	0.64	0.28	1.24	1.77	4.15	1.22
ENSG00000121057.11	6.5	10.13	3.85	4.06	10.53	2.16	1.48	5.4	2.31	3.15	6.77	3.71
ENSG00000121058.4	5.58	5.03	4.08	3.14	8.96	4.24	3.29	5.47	2.95	5.79	6.55	4.66
ENSG00000121060.13	82.35	94.89	141.45	113.87	55.69	180.41	233.76	64.01	154.71	163.39	108.83	123.85
ENSG00000121064.11	53.96	26.53	51.63	31	55.43	97.26	63.66	100.18	51.43	66.69	44.83	40.71
ENSG00000121067.16	74.99	59.83	64.11	72.31	58.52	66.41	53.63	60.77	56.09	55.41	56.09	59.06
ENSG00000121073.12	12.66	13.26	13.59	14.18	24.08	18.37	10.53	17.47	12.88	18.45	16.48	21.18
ENSG00000121104.6	32.49	43.64	28.94	35.2	35.28	44.96	43.67	20.08	44.39	29.29	31.78	47.08
ENSG00000121152.8	0.5	0.71	0.55	0.28	2.05	0.7	2.57	0.48	1.54	2.02	1.24	1.19
ENSG00000121210.14	34.1	35.38	32.96	35.86	40.2	19.94	19.84	21.21	20.68	30.15	58.47	37.08
ENSG00000121211.6	0.07	0.35	0.1	0.89	2.2	0	1.44	1.57	1.57	1.86	0.59	0.54
ENSG00000121236.18	0.42	2.29	1.27	1.07	0.38	2.38	4.28	1.48	2.07	2.85	0.7	2.15
ENSG00000121274.11	10.18	12.16	13.35	13.48	14.18	13.84	10.3	9.41	7.68	12.29	22.37	14.68
ENSG00000121281.11	21.23	17.85	14.42	14.72	20.04	7.81	12.36	13.12	6.23	12.59	26.84	13.2
ENSG00000121289.16	7.56	12.26	8.91	9.05	14.47	4.18	4.5	5.41	5.03	9.61	10.55	9.56
ENSG00000121297.6	2.68	1.64	2.47	1.69	3.78	2.3	1.3	2.25	2.6	2.6	5.13	2.54
ENSG00000121310.15	19.03	26.86	20.52	16.85	36.63	4.42	5.68	10.59	4.25	13.08	53.73	12.15
ENSG00000121316.9	55.23	42.96	63.74	39.22	34.26	71.29	45.89	46.15	42.7	59.89	58.16	77.04
ENSG00000121318.2	3.81	4.36	2.01	1.02	2.9	0.22	0	0.26	0.48	0.64	0.4	1.21
ENSG00000121350.14	14.81	13.4	14.46	18.03	17.33	18.91	11.11	12.96	14.93	15.6	18.35	14.28
ENSG00000121380.11	3.09	0.31	0.06	0	0.28	7.84	1.04	6.48	1.38	2.55	0.75	0.24
ENSG00000121381.3	0	0.13	0.21	0	0	0	0	1.32	0.07	0	0.41	0.22
ENSG00000121390.16	30.57	37.97	29.4	28.87	40.78	27.53	23.37	30.23	20.2	27.83	42.18	33.93
ENSG00000121406.7	7.55	9.01	5.47	4.26	7.61	2.7	3.05	4.48	2.42	4.3	8.87	4.65
ENSG00000121410.10	2.81	4.56	3.71	0.26	3.02	1.49	1.56	13.26	3.82	3.02	10.43	1.79
ENSG00000121413.11	3.37	7.8	2.75	2.64	5.37	2.75	2.87	5.11	2.09	2.54	6.69	1.6
ENSG00000121417.12	12.9	13.43	8.91	8.83	13.95	6.67	6.67	8.48	5.73	9.53	10.99	10.2
ENSG00000121454.5	3.29	7.37	3.93	4.87	9.31	1.17	1.46	1.32	0.87	2.9	5.09	4.31
ENSG00000121481.9	14.67	16.05	13.68	12.95	16.97	12.77	10.84	16.08	11.71	15.73	19.29	13.8
ENSG00000121486.10	21.69	16.3	13.17	11.22	18.82	25.69	16.39	18.67	17.2	13.65	14.11	11.91
ENSG00000121542.10	4.77	3.84	2.66	6.25	5.16	4.02	3.18	6.03	3.95	4.25	7.3	3.62
ENSG00000121552.3	104.07	51.5	53.05	58.23	82.02	129.17	69.59	59.53	71.64	71.29	28.96	67.69
ENSG00000121570.11	0.7	2.7	1.66	0.75	5.97	0.6	0.47	2.41	1	1.56	2.87	0.72
ENSG00000121577.12	5.38	0.69	2.38	1	2.91	0.33	0.47	4.86	1.42	1.03	1.79	2.45
ENSG00000121578.11	10.43	7.06	9.49	4.4	16.73	8.21	6.6	3.98	6.06	9.4	6.28	6.27
ENSG00000121579.11	52.51	60.74	46.65	50.82	53.44	37.97	33.29	38.2	25.94	38.95	98.56	60.94
ENSG00000121594.10	0.81	1.81	1.26	2.19	1.14	0.91	0.54	0.79	0.23	1.19	1.12	0.89
ENSG00000121621.6	2.28	1.64	1.33	0.88	1.69	1.86	3.43	2.07	2.71	3.65	1.15	0.79
ENSG00000121644.17	14.65	20.38	7.6	14.09	21.05	11.83	7.03	13.75	6.31	9.87	11.58	12.15
ENSG00000121671.10	5.02	5.29	3.4	3.18	7.84	1.97	3.2	3.39	1.66	2.83	13.31	3.75
ENSG00000121680.14	5.25	5.7	4.49	4.61	7.08	2.91	3.99	4.33	2.2	2.22	6.88	4.3
ENSG00000121691.4	122.69	113.7	99.6	123.11	161.83	80.71	112.66	95.94	78.07	84.32	98.88	101.93
ENSG00000121716.17	9.88	8.67	9.01	7.46	10.17	3.4	5.65	2.78	2.47	6.86	14.48	6.29
ENSG00000121741.15	48.03	38.92	31.59	30.75	56.78	18.14	9.33	22.22	15.24	21.28	57.47	47.53
ENSG00000121749.14	37.33	32.43	27.18	25.36	30.55	18.88	10.53	20.94	17.96	20.57	64.52	25.96
ENSG00000121766.13	15.17	11.67	8.68	15.35	17.46	15.58	7.75	18.47	10.77	9.67	17.28	13.84
ENSG00000121774.16	31.75	22.94	43.31	40.45	48.73	40.84	36.73	43.62	33.86	49.1	57.22	23.3
ENSG00000121775.16	5.19	6.46	6.06	8.2	1.66	2.11	3.18	2.33	3.47	5.65	4.86	3.65
ENSG00000121797.9	5.97	3.09	4.51	4.11	2.1	59.61	64.52	28.83	37.39	30.41	2.16	5.33
ENSG00000121807.5	33.35	27.84	19.63	21.44	50.91	55.01	40.89	51.35	37.15	42.67	32.97	45.28
ENSG00000121851.11	6.09	6.44	4.76	5.87	6.16	10.47	4.58	6.55	5.89	3.61	2.94	5.35
ENSG00000121858.9	117.37	106.9	98.79	99.7	110.22	812.96	550.96	387.76	409.39	384.67	107.09	161.66
ENSG00000121864.8	14.75	17.81	7.41	8.47	19.26	8.36	6.82	14.83	8.9	9.79	15.02	12.58
ENSG00000121879.3	24.03	29.06	14.9	15.25	29.88	15.35	19.58	13.77	14.81	13.2	31.33	24.59
ENSG00000121892.13	30.8	27.87	24.29	19.89	33.95	11.62	15.29	15.02	13.07	17.32	47.51	23.02
ENSG00000121895.7	4.72	5.25	3.31	4.59	7.72	2.98	2.69	3.7	2.08	3.22	4.65	4.08
ENSG00000121897.12	16.81	13.49	5.89	9.97	11.34	6.44	4.05	18.16	4.01	5.49	9.77	13.08
ENSG00000121905.8	0	0	0	0	0	0	0	0	0	0	2.29	0.18
ENSG00000121931.14	15.12	14.28	13.46	16.39	20.91	18.8	31.8	18.4	13.5	16.29	20.71	19.64
ENSG00000121933.16	11.01	3.32	4.27	6.87	4.63	4.56	6.15	4.5	2	2.48	12.72	8.73
ENSG00000121940.14	7.78	7.75	4.83	4.11	6.24	2.72	2.01	4.75	1.07	3.36	9.36	4.16
ENSG00000121957.11	7.61	5.18	4.11	2.32	5.8	5.08	3.16	5.43	2.13	1.24	5.18	3.68
ENSG00000121964.13	34.93	26.99	26.78	22.66	27.59	20.96	19.73	13.49	11.91	15.55	29.7	31.55
ENSG00000121966.6	225.18	186.98	231.39	210.6	211.21	216.94	165.72	147.78	191.81	232.66	135.34	202.35
ENSG00000121988.16	3.09	2.03	0.9	2.1	1.95	0.86	0.97	0.47	1.4	0.92	3.67	1.68
ENSG00000121989.13	15.05	8.3	7.31	10.16	8.28	3.75	2.52	9.27	3.27	5.27	13.2	11.8
ENSG00000122008.14	24.36	30.94	25.38	19.33	34.03	40.18	26.63	30.81	26.86	30.24	31.33	26.5
ENSG00000122025.13	1.02	1.38	0.92	0.45	1.02	1.46	0.6	0.55	0.31	0.39	2.23	1.26
ENSG00000122026.9	250	334.61	199.4	250.36	506.81	238.59	252.42	256.21	329.81	193.28	201.99	260.6
ENSG00000122033.13	16.67	12.5	14.01	8.8	37.86	17.25	13.52	15.56	13.55	13.2	28.76	11.53
ENSG00000122034.11	54.95	56.48	39.93	44.35	68.81	33.77	44.39	50.85	39.14	37.38	53.24	44.27
ENSG00000122035.6	1.84	1.47	1.52	0.99	0.32	0.61	1.82	0.32	0.62	1.75	0.19	1.09
ENSG00000122042.9	18.2	13.52	18.69	18.14	17.23	24.93	16.33	17.27	20.97	17.01	16.16	15.76
ENSG00000122043.9	1.62	2.05	0.67	0.58	2.26	0	0.13	0.53	0.23	1.05	0	0.79
ENSG00000122068.11	24.55	17.61	23.39	23.65	42.18	38.2	39.02	33.64	24.77	22.42	37.72	20.73
ENSG00000122085.15	26.87	24.38	16.68	18.35	17.94	6.02	7.6	15.9	4.53	12.73	21.46	15.74
ENSG00000122121.9	0.07	0.6	0.13	0.13	0.88	0.06	0	0.14	0.04	0.3	1.34	0.52
ENSG00000122122.9	151.86	136.66	86.31	70.84	112.58	62.77	59.6	91.27	67.73	89.55	125.8	92.38
ENSG00000122126.14	0.93	0.99	1.12	1.37	1.13	0.42	0.44	1.71	0.61	1	1.55	0.83
ENSG00000122140.9	14.69	14.05	18.01	14.61	22.4	8.53	11.36	10.52	8.97	13.89	11.83	10.1
ENSG00000122188.11	4	6.19	3.94	5.4	7.79	1.16	1.35	1.82	1.22	2.69	10.32	4.32
ENSG00000122194.17	2.91	3.1	5.17	7.56	3.11	0.61	0.87	1.3	2.25	1.14	3.34	2.04
ENSG00000122203.13	12.45	15.43	20.51	17.22	16.98	17.57	12.34	9.85	12.61	19.73	20.25	9.87
ENSG00000122218.13	37.28	38.3	39.47	39.46	57.36	16.55	16.42	33.54	20.9	39.24	44.34	42.12
ENSG00000122223.11	9.51	10.55	8.21	4.89	17.5	2.6	2.33	4.11	3.55	5.45	14.62	7.05
ENSG00000122224.16	25.05	40.32	20.75	25.12	42.88	8.02	5.89	15.28	10.52	18.08	39.57	26.78
ENSG00000122257.17	58.57	61.06	51.37	59.44	47.07	60.86	52.16	42.58	44.74	62.72	51.17	43.01
ENSG00000122299.10	30.78	20.03	24.96	41.23	41.49	18.57	10.4	14.18	16.67	26.48	43.55	24.3
ENSG00000122335.12	2.16	4	4.11	2.72	4.1	3.68	2.24	2.88	1.66	2.29	4.57	3.24
ENSG00000122359.16	95.78	66.98	87.17	67.17	80.99	26.02	40.42	30.4	25.9	43.1	73.25	57.9
ENSG00000122376.10	3.63	3.18	2.54	3.04	7.2	3.46	2.68	6.64	2.52	2.98	5.96	4.12
ENSG00000122378.12	2.44	1.18	1.61	0.87	3.69	0.73	2.08	2.53	0.55	1.57	0.41	1.6
ENSG00000122390.16	23.1	34.62	80.19	71.3	16.79	41.13	52.97	20.33	53.5	71.74	47.94	22.37
ENSG00000122406.11	484.93	566.97	370.7	378.77	691.02	338.8	297.9	577.96	285.33	355.06	376.27	373.84
ENSG00000122417.14	39.85	40.38	31.85	38.94	59.93	19.27	17.71	27.08	18.67	34.08	51.05	55.49
ENSG00000122432.15	9.84	7.74	12.54	19.78	11.3	8.97	9.18	5.48	10.14	11.46	13.21	8.99
